sample,objid,clust,P [NumPt],R [NumPt],J [NumPt],FNR% [NumPt],FPR% [NumPt],P [AreaRatio],R [AreaRatio],J [AreaRatio],FNR% [AreaRatio],FPR% [AreaRatio],P [AvrgWorker],R [AvrgWorker],J [AvrgWorker],FNR% [AvrgWorker],FPR% [AvrgWorker],P [BestWorker],R [BestWorker],J [BestWorker],FNR% [BestWorker],FPR% [BestWorker],num_workers
25workers_rand0,12,-1,0.93643216338,0.88366847645,0.833660454894,0.0560246252219,11.633152355,0.758919239553,0.972194595447,0.742796405931,0.288435479307,2.78054045533,0.893384642344,0.93386953631,0.838076225421,0.107889113572,6.613046369,0.926035982671,0.981139756258,0.909839926273,0.0731900411323,1.88602437423,25
25workers_rand0,13,-1,0.915748910756,0.948452754257,0.872333041903,0.326057874827,5.15472457427,0.921064595985,0.995989091235,0.917660823822,0.31894529997,0.4010908765,0.956598904479,0.947987654228,0.908018344378,0.164244796097,5.20123457718,0.975932489864,0.956877668738,0.934818204151,0.0881754498956,4.31223312618,25
25workers_rand0,14,-1,0.943522902882,0.959934515251,0.907774295992,0.390456567595,4.00654847488,0.867037611571,0.991568644184,0.860692190702,1.03329626743,0.843135581628,0.933062632946,0.968902512243,0.905242212314,0.48026512919,3.10974877568,0.95513661175,0.974388866573,0.931745057688,0.311006951116,2.56111334269,25
25workers_rand0,15,-1,0.687556261583,0.939884183858,0.65859349243,0.064120640913,6.01158161419,0.198534166846,1.0,0.198534166846,0.606051714892,0.0,0.77039418635,0.90622757949,0.698772297514,0.0622946179559,9.37724205099,0.94154476747,0.936433232359,0.884982236018,0.00872808898058,6.35667676408,25
25workers_rand0,15,0,0.687556261583,0.939884183858,0.65859349243,0.064120640913,6.01158161419,0.198534166846,1.0,0.198534166846,0.606051714892,0.0,0.77039418635,0.90622757949,0.698772297514,0.0622946179559,9.37724205099,0.94154476747,0.936433232359,0.884982236018,0.00872808898058,6.35667676408,25
25workers_rand0,16,-1,0.883544956924,0.99733704391,0.88146547087,0.264886766452,0.266295608955,0.883544956924,0.99733704391,0.88146547087,0.264886766452,0.266295608955,0.951086269866,0.963681262355,0.91715030216,0.102321274402,3.63187376454,0.986150053351,0.959822382184,0.947055890096,0.0271634316201,4.01776178158,25
25workers_rand0,17,-1,0.875306883253,0.941049242762,0.829806583446,0.159419089715,5.89507572378,0.299551386623,1.0,0.299551386623,2.78067853413,0.0,0.832489157656,0.924940311002,0.774521616159,0.303193006003,7.50596889977,0.919957629855,0.924758860961,0.855893571062,0.0956811649823,7.52411390386,25
25workers_rand0,18,-1,0.981840440877,0.964335904272,0.947437591918,0.426833989541,3.56640957277,0.968427840638,0.994172162696,0.962961183104,0.775648386311,0.582783730389,0.986980051065,0.874826901671,0.862799465393,0.305472333345,12.5173098329,0.99242336272,0.98191159385,0.974605574867,0.179398240681,1.80884061499,25
25workers_rand0,18,0,0.981840440877,0.964335904272,0.947437591918,0.426833989541,3.56640957277,0.968427840638,0.994172162696,0.962961183104,0.775648386311,0.582783730389,0.985847881592,0.905962723945,0.892889423643,0.332035144941,9.40372760551,0.99242336272,0.98191159385,0.974605574867,0.179398240681,1.80884061499,25
25workers_rand0,19,-1,0.95861046522,0.89772070594,0.864222972097,0.100843470077,10.227929406,0.671919163369,1.0,0.671919163369,1.27034591823,0.0,0.934967219789,0.886964426731,0.832207225541,0.180921123273,11.3035573269,0.975843276946,0.919811051769,0.899333531905,0.0592399563145,8.01889482315,25
25workers_rand0,20,-1,0.0,0.0,0.0,21.8321446494,100.0,0.0,0.0,0.0,21.9893854834,100.0,0.826106210551,0.803871252521,0.755922577376,3.40224601187,19.6128747479,0.985568857201,0.968547237289,0.955003469216,0.199295883781,3.14527627113,25
25workers_rand0,20,1,0.985568857201,0.968547237289,0.955003469216,0.199295883781,3.14527627113,0.973113978007,0.969049244802,0.943780725721,0.376246489128,3.09507551981,0.981158033588,0.94690944445,0.929913513232,0.256633805007,5.30905555497,0.985568857201,0.968547237289,0.955003469216,0.199295883781,3.14527627113,25
25workers_rand0,21,-1,0.967643845156,0.876962510088,0.851979121305,0.0615963719367,12.3037489912,0.805516401967,0.99929973859,0.805061970789,0.506800581776,0.0700261409857,0.973397517708,0.860735135443,0.836525032885,0.0586338274379,13.9264864557,0.955172866069,0.988848435682,0.944993589784,0.0974813343071,1.11515643175,25
25workers_rand0,21,0,0.967643845156,0.876962510088,0.851979121305,0.0615963719367,12.3037489912,0.805516401967,0.99929973859,0.805061970789,0.506800581776,0.0700261409857,0.971084258378,0.918951163733,0.892635834866,0.0637324211282,8.10488362673,0.955172866069,0.988848435682,0.944993589784,0.0974813343071,1.11515643175,25
25workers_rand0,22,-1,0.0,0.0,0.0,0.74688150804,100.0,0.0,0.0,0.0,3.98855658372,100.0,0.735349634689,0.828496011253,0.690011716841,0.402794928105,17.1503988747,0.97517395716,0.883955923416,0.864501350889,0.0143979535439,11.6044076584,25
25workers_rand0,23,-1,0.905090336951,0.993984851102,0.90015998132,0.437763594067,0.601514889837,0.905090336951,0.993984851102,0.90015998132,0.437763594067,0.601514889837,0.950634014813,0.960909516379,0.914762916279,0.211905095134,3.90904836212,0.9771659007,0.987819758304,0.965532322383,0.0969470644224,1.21802416956,25
25workers_rand0,24,-1,0.940092511022,0.943068136739,0.889605420988,0.0679733211521,5.69318632606,0.696977607301,0.969393762261,0.681970596269,0.476695457517,3.06062377391,0.923099330822,0.967612851625,0.894210412123,0.0987299527501,3.23871483746,0.969584579177,0.974558435892,0.945648588841,0.0345780828009,2.54415641082,25
25workers_rand0,25,-1,0.960764915345,0.966010210103,0.929348089173,0.493187890332,3.39897898973,0.895500368817,0.960267098042,0.863504876259,1.40092300339,3.97329019583,0.955877892509,0.862091975464,0.827290085584,0.519370460251,13.7908024536,0.966588227619,0.973744679773,0.942036533273,0.420800589638,2.6255320227,25
25workers_rand0,25,1,0.960764915345,0.966010210103,0.929348089173,0.493187890332,3.39897898973,0.895500368817,0.960267098042,0.863504876259,1.40092300339,3.97329019583,0.94555409128,0.955795129719,0.905542847903,0.70369328588,4.42048702808,0.966588227619,0.973744679773,0.942036533273,0.420800589638,2.6255320227,25
25workers_rand0,26,-1,0.97362663703,0.981028819525,0.955633926365,0.124157675906,1.8971180475,0.933249733033,0.974800095812,0.911264767946,0.325753761852,2.51999041878,0.968401299182,0.964259419241,0.934661124904,0.14885923429,3.57405807587,0.970594606641,0.984184948451,0.955689044003,0.139310734641,1.58150515492,25
25workers_rand0,26,0,0.97362663703,0.981028819525,0.955633926365,0.124157675906,1.8971180475,0.933249733033,0.974800095812,0.911264767946,0.325753761852,2.51999041878,0.968401299182,0.964259419241,0.934661124904,0.14885923429,3.57405807587,0.970594606641,0.984184948451,0.955689044003,0.139310734641,1.58150515492,25
25workers_rand0,27,-1,0.93568955419,0.991801637263,0.928507978699,0.508460628345,0.81983627369,0.0,0.0,0.0,11.4423148817,100.0,0.847563972696,0.863056815965,0.831658524499,0.940098706187,13.6943184035,0.991800266633,0.980742085231,0.97285388476,0.0604801823197,1.92579147687,25
25workers_rand0,28,-1,0.91430327633,0.920115857297,0.847063780035,0.34112118427,7.98841427035,0.228643578555,0.975870043332,0.227358190768,13.0220785292,2.41299566681,0.795851306832,0.838296267967,0.661304136396,1.72901707247,16.1703732033,0.926994519029,0.907642313864,0.847091061031,0.282738706887,9.23576861364,25
25workers_rand0,29,-1,0.889075678504,0.941059699905,0.842179386595,0.257586096951,5.89403000954,0.149719201669,0.963468994311,0.148874077598,12.0043819176,3.65310056891,0.714543618061,0.891182651698,0.664245517323,1.88653537218,10.8817348302,0.901732306064,0.93331181583,0.847149032699,0.223139826637,6.66881841695,25
25workers_rand0,29,0,0.889075678504,0.941059699905,0.842179386595,0.257586096951,5.89403000954,0.83137921762,0.949867371057,0.796432557253,0.422660923355,5.01326289435,0.81784240263,0.842553503923,0.742346056265,0.424321818386,15.7446496077,0.901732306064,0.93331181583,0.847149032699,0.223139826637,6.66881841695,25
25workers_rand0,30,-1,0.17383278261,0.975932332887,0.173090755376,9.35553171426,2.40676671125,0.17383278261,0.975932332887,0.173090755376,9.35553171426,2.40676671125,0.788277825205,0.949442770458,0.751523338546,1.07536574929,5.0557229542,0.919694319364,0.953830282776,0.880496902767,0.167991134412,4.61697172237,25
25workers_rand0,30,1,0.855598632694,0.988426129776,0.847111808453,0.336478976512,1.15738702241,0.645015832439,0.976561541798,0.635182553507,1.08405350773,2.34384582021,0.841194267465,0.947207260869,0.801315224155,0.387278758324,5.27927391314,0.919694319364,0.953830282776,0.880496902767,0.167991134412,4.61697172237,25
25workers_rand0,31,-1,0.787977549427,0.96340663022,0.765078747747,2.32825286023,3.65933697803,0.70243028717,0.968321269465,0.686650992745,3.68432112881,3.16787305349,0.88322883228,0.926660051364,0.85432569117,0.988080259225,7.33399486363,0.976273173776,0.972207305013,0.949766217892,0.212216761194,2.7792694987,25
25workers_rand0,32,-1,0.733205249769,0.986191483975,0.725754481567,4.82695974573,1.38085160252,0.691061170269,0.979338334857,0.681130481497,5.88910741609,2.0661665143,0.922482313242,0.971074744005,0.89635528612,1.29945520295,2.89252559949,0.972412542581,0.991219506784,0.964107818114,0.378261098477,0.878049321589,25
25workers_rand0,32,0,0.991811806743,0.955211213891,0.947737332336,0.106076440468,4.47887861089,0.843662314047,0.94641322448,0.80519883089,2.35904673664,5.35867755202,0.969056561349,0.967360553842,0.938285154699,0.431779962691,3.2639446158,0.972412542581,0.991219506784,0.964107818114,0.378261098477,0.878049321589,25
25workers_rand0,33,-1,0.80664941522,0.994149514353,0.802838290911,2.84720338086,0.585048564672,0.763139778212,0.994634002992,0.760010739438,3.68856517509,0.536599700832,0.894817215574,0.988206454676,0.885896501374,1.49555803626,1.17935453236,0.975328531665,0.993072096879,0.96873712813,0.300144899278,0.692790312113,25
25workers_rand0,33,0,0.937888060202,0.990051997519,0.929132048605,0.7834083738,0.99480024808,0.900094430403,0.992899180639,0.894337475649,1.31677901736,0.710081936065,0.947636296467,0.990434541249,0.938985424675,0.662321021246,0.956545875121,0.975328531665,0.993072096879,0.96873712813,0.300144899278,0.692790312113,25
25workers_rand0,34,-1,0.97224517632,0.950962959075,0.925829216738,0.460377882998,4.90370409252,0.262424592491,0.879698006843,0.253333089907,41.9298857716,12.0301993157,0.927760289205,0.94165458144,0.877506486125,2.56810414299,5.83454185602,0.989197437726,0.960645349704,0.950672078719,0.177907827124,3.93546502964,25
25workers_rand0,36,-1,0.983216420637,0.929497370537,0.914979760829,0.171522499066,7.05026294627,0.912342616993,0.967924529193,0.885568708897,1.00533198824,3.20754708068,0.976100822911,0.933639392616,0.912339863372,0.253292089834,6.63606073838,0.978462570483,0.951912853829,0.93237673573,0.226508398798,4.80871461706,25
25workers_rand0,37,-1,0.903174180044,0.983573781751,0.889753580946,0.288568326265,1.6426218249,0.61567369333,0.998302707422,0.615029907674,1.70542965675,0.169729257831,0.780184715949,0.961510906684,0.754803723321,0.79159774511,3.84890933162,0.938488638884,0.947921984239,0.892472951358,0.170028201134,5.20780157609,25
25workers_rand0,37,1,0.903174180044,0.983573781751,0.889753580946,0.288568326265,1.6426218249,0.892951859694,0.982708122355,0.879138386234,0.32240196,1.72918776454,0.904875785483,0.95076090642,0.864134896842,0.274858048298,4.92390935798,0.938488638884,0.947921984239,0.892472951358,0.170028201134,5.20780157609,25
25workers_rand0,38,-1,0.972935260246,0.986122892413,0.959794212768,0.432204119632,1.38771075867,0.956956950116,0.990300038449,0.948070338962,0.701803258254,0.969996155111,0.977825347421,0.969933451811,0.948977401918,0.349023564316,3.00665481892,0.983130109328,0.991170637715,0.974594863692,0.267970908101,0.88293622847,25
25workers_rand0,39,-1,0.982522776306,0.991186574129,0.974013416043,0.927102193462,0.881342587106,0.941104247316,0.988962523153,0.931322246788,3.25438145847,1.10374768466,0.979005556631,0.982611312389,0.962239184906,1.12143805185,1.73886876108,0.989673202002,0.986513208169,0.976461682613,0.541276478628,1.34867918312,25
25workers_rand0,40,-1,0.0186921766479,1.0,0.0186921766479,34.5586416449,0.0,0.0186921766479,1.0,0.0186921766479,34.5586416449,0.0,0.710365027443,0.796856023942,0.544124038558,6.74671397391,20.3143976058,0.9291899991,0.815842368811,0.768088600469,0.0409267829185,18.4157631189,25
25workers_rand0,41,-1,0.0236685092568,1.0,0.0236685092568,8.15958759334,0.0,0.0233236781808,1.0,0.0233236781808,8.28314826731,0.0,0.522946273935,0.852247148651,0.444876387842,1.60748868001,14.7752851349,0.938146640755,0.736432071102,0.702331069304,0.00960432999147,26.3567928898,25
25workers_rand0,42,-1,0.957832497941,0.87782478103,0.845163234834,0.0920369795765,12.217521897,0.929277800433,0.922480346017,0.861966115822,0.167198945153,7.7519653983,0.967267447643,0.522925062879,0.498778800148,0.0703294167057,47.7074937121,0.965991732274,0.897459048421,0.869971821481,0.0752474793062,10.2540951579,25
25workers_rand0,42,0,0.957832497941,0.87782478103,0.845163234834,0.0920369795765,12.217521897,0.929277800433,0.922480346017,0.861966115822,0.167198945153,7.7519653983,0.943431319195,0.86257932775,0.819483546721,0.125093994172,13.742067225,0.965991732274,0.897459048421,0.869971821481,0.0752474793062,10.2540951579,25
25workers_rand0,43,-1,0.970106922504,0.952522206338,0.925361712634,0.164239618434,4.74777936618,0.905878524134,0.952356288415,0.866605223728,0.55369424835,4.76437115849,0.951730939104,0.932349759367,0.890102647769,0.267351205498,6.76502406334,0.970106922504,0.952522206338,0.925361712634,0.164239618434,4.74777936618,25
25workers_rand0,44,-1,0.944539926521,0.967750077548,0.915716422026,0.216073283855,3.22499224524,0.748938382989,0.960655057033,0.72664929035,1.22455823665,3.93449429666,0.913068712559,0.932931665781,0.856471741251,0.352095939888,6.70683342195,0.966900204698,0.95820766465,0.927774594154,0.124732904059,4.17923353498,25
25workers_rand0,45,-1,0.974349060429,0.813622037328,0.796560037833,0.0373451673675,18.6377962672,0.912177681452,0.974801026442,0.891163914689,0.163630566675,2.51989735582,0.953532842169,0.85810350679,0.82201785926,0.0754815868019,14.189649321,0.912177681452,0.974801026442,0.891163914689,0.163630566675,2.51989735582,25
25workers_rand0,46,-1,0.941703947587,0.913030055966,0.864185431924,0.149912205674,8.69699440338,0.826426797062,0.993678445979,0.822104551594,0.553542945074,0.632155402143,0.924969876185,0.924045890095,0.859161514653,0.203266019161,7.59541099056,0.959520429762,0.942670049746,0.906615145543,0.105479615934,5.73299502541,25
25workers_rand0,47,-1,0.87900761802,0.946936212015,0.837742715513,0.10922436617,5.30637879848,0.864609425681,0.934471085572,0.815184826238,0.122621818709,6.55289144278,0.886230741905,0.838495974942,0.778753087622,0.0940616883229,16.1504025058,0.976387998252,0.912542283703,0.892839092636,0.0184925495871,8.7457716297,25
25workers_rand0,47,0,0.87900761802,0.946936212015,0.837742715513,0.10922436617,5.30637879848,0.864609425681,0.934471085572,0.815184826238,0.122621818709,6.55289144278,0.880589273977,0.938574093658,0.832881883262,0.106853118028,6.14259063422,0.91851290456,0.945813486268,0.872594836354,0.0703141123305,5.41865137322,25
5workers_rand8,1,-1,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,0.973294467679,0.961849604902,0.937128331281,0.242278892531,3.81503950982,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,5
5workers_rand8,1,0,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,0.973294467679,0.961849604902,0.937128331281,0.242278892531,3.81503950982,0.967894372387,0.983131343279,0.952082922414,0.299270893193,1.68686567209,5
5workers_rand8,2,-1,0.974518613948,0.965996007077,0.942197474678,0.0542605132607,3.40039929228,0.929675609132,0.975721005417,0.908655463394,0.158553507618,2.42789945826,0.953769202835,0.947238958742,0.904620860517,0.100704571018,5.27610412584,0.974518613948,0.965996007077,0.942197474678,0.0542605132607,3.40039929228,5
5workers_rand8,3,-1,0.946657658067,0.943185336811,0.895587814851,0.0644460628951,5.68146631895,0.926842011032,0.94648436312,0.880689454613,0.0905919723569,5.35156368802,0.955918568578,0.906508721319,0.868113584406,0.0528778714998,9.34912786815,0.980278879831,0.938329708911,0.920944855748,0.0228906236185,6.16702910892,5
5workers_rand8,4,-1,0.968305225838,0.926610063905,0.89933328607,0.0316238849524,7.33899360949,0.909630404478,0.952816327466,0.870422154781,0.0986982343623,4.71836725337,0.93608090653,0.915573961785,0.861176378474,0.0660890507982,8.44260382151,0.968305225838,0.926610063905,0.89933328607,0.0316238849524,7.33899360949,5
5workers_rand8,4,0,0.968305225838,0.926610063905,0.89933328607,0.0316238849524,7.33899360949,0.909630404478,0.952816327466,0.870422154781,0.0986982343623,4.71836725337,0.93608090653,0.915573961785,0.861176378474,0.0660890507982,8.44260382151,0.968305225838,0.926610063905,0.89933328607,0.0316238849524,7.33899360949,5
5workers_rand8,5,-1,0.949556097621,0.885506940646,0.845722968281,0.0605905290972,11.4493059354,0.894007950332,0.91815177185,0.828018258535,0.140207456891,8.18482281498,0.941572985507,0.89150091572,0.843756130724,0.0733783192646,10.849908428,0.944614724815,0.904474946415,0.858924649259,0.068306317751,9.55250535846,5
5workers_rand8,6,-1,0.868477596335,0.948290957992,0.829208815984,0.0300749629659,5.17090420077,0.851099537037,0.954504153686,0.81791891441,0.0349716312519,4.54958463136,0.88722797197,0.907704225118,0.811362832738,0.0249068324669,9.22957748817,0.868477596335,0.948290957992,0.829208815984,0.0300749629659,5.17090420077,5
5workers_rand8,7,-1,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,0.868951495528,0.552401685862,0.509554620268,0.120979749695,44.7598314138,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,5
5workers_rand8,7,0,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,0.868951495528,0.552401685862,0.509554620268,0.120979749695,44.7598314138,0.850876979698,0.585453287429,0.530972634371,0.147824508547,41.4546712571,5
5workers_rand8,8,-1,0.927139801227,0.894140442078,0.83543687326,0.623883160569,10.5859557922,0.827988341999,0.895158189171,0.754792482862,1.65114741045,10.4841810829,0.904058293897,0.821147720906,0.751347582686,0.806985401698,17.8852279094,0.932651624893,0.901058107672,0.846010765001,0.577713968397,9.89418923278,5
5workers_rand8,9,-1,0.934995011036,0.950649417613,0.89171310874,0.203563683874,4.9350582387,0.934995011036,0.950649417613,0.89171310874,0.203563683874,4.9350582387,0.965733673155,0.947615935939,0.916571232281,0.105118711109,5.23840640609,0.98117050597,0.967676478029,0.950033843948,0.0571961596462,3.23235219712,5
5workers_rand8,10,-1,0.952211888421,0.968188982291,0.923324686713,0.277445161072,3.18110177087,0.924329074965,0.98881197892,0.914762106619,0.462218045453,1.11880210804,0.960075488676,0.977367773844,0.939034934127,0.235371020604,2.2632226156,0.973349175396,0.986139456538,0.960212724542,0.15417397521,1.38605434621,5
5workers_rand8,10,0,0.952211888421,0.968188982291,0.923324686713,0.277445161072,3.18110177087,0.924329074965,0.98881197892,0.914762106619,0.462218045453,1.11880210804,0.960075488676,0.977367773844,0.939034934127,0.235371020604,2.2632226156,0.973349175396,0.986139456538,0.960212724542,0.15417397521,1.38605434621,5
5workers_rand8,11,-1,0.840968241288,0.912516220606,0.778224362733,0.0847500032148,8.74837793939,0.777930498448,0.862212765811,0.691912997496,0.120880829625,13.7787234189,0.842223841928,0.845526197147,0.727070983596,0.0796857812407,15.4473802853,0.838972570579,0.922061246562,0.783416184473,0.0869174008718,7.79387534381,5
5workers_rand8,12,-1,0.851898683709,0.935638066345,0.804739685921,0.15191733803,6.43619336553,0.863624479953,0.97853186205,0.847565512166,0.144316150106,2.14681379505,0.896191641536,0.960389699785,0.864230855524,0.105225863725,3.96103002149,0.926035982671,0.981139756258,0.909839926273,0.0731900411323,1.88602437423,5
5workers_rand8,13,-1,0.915748910756,0.948452754257,0.872333041903,0.326057874827,5.15472457427,0.915748910756,0.948452754257,0.872333041903,0.326057874827,5.15472457427,0.956180529683,0.945027786768,0.905222629465,0.165377221823,5.49722132316,0.964698329302,0.95817333722,0.9257150832,0.13101701263,4.18266627798,5
5workers_rand8,14,-1,0.943522902882,0.959934515251,0.907774295992,0.390456567595,4.00654847488,0.867037611571,0.991568644184,0.860692190702,1.03329626743,0.843135581628,0.929285545638,0.972847411098,0.90514154296,0.515048219647,2.71525889016,0.963481087163,0.960030753296,0.926323566747,0.247269753946,3.99692467038,5
5workers_rand8,15,-1,0.669550763475,0.991603953723,0.665776358872,0.0734715872297,0.839604627654,0.198534166846,1.0,0.198534166846,0.606051714892,0.0,0.632561558174,0.972722240621,0.616310790746,0.162568370945,2.72777593786,0.782550167859,0.99411910575,0.778944186487,0.0414710696869,0.58808942505,5
5workers_rand8,15,0,0.669550763475,0.991603953723,0.665776358872,0.0734715872297,0.839604627654,0.198534166846,1.0,0.198534166846,0.606051714892,0.0,0.632561558174,0.972722240621,0.616310790746,0.162568370945,2.72777593786,0.782550167859,0.99411910575,0.778944186487,0.0414710696869,0.58808942505,5
5workers_rand8,16,-1,0.883544956924,0.99733704391,0.88146547087,0.264886766452,0.266295608955,0.883544956924,0.99733704391,0.88146547087,0.264886766452,0.266295608955,0.946860294911,0.966697806265,0.915794373796,0.113630471548,3.33021937347,0.986150053351,0.959822382184,0.947055890096,0.0271634316201,4.01776178158,5
5workers_rand8,17,-1,0.876820241431,0.94426795231,0.833676493215,0.157750182591,5.57320476901,0.770570626724,0.926363326613,0.726095325521,0.327992385074,7.36366733868,0.84028099156,0.924655925705,0.785775282155,0.213183016252,7.53440742949,0.876820241431,0.94426795231,0.833676493215,0.157750182591,5.57320476901,5
5workers_rand8,18,-1,0.965686082656,0.986716656619,0.953293057179,0.839060086607,1.32833433812,0.965686082656,0.986716656619,0.953293057179,0.839060086607,1.32833433812,0.989045360852,0.758524319455,0.748057550369,0.26318991078,24.1475680545,0.983705708322,0.973462877559,0.958015238745,0.385883282279,2.65371224414,5
5workers_rand8,18,0,0.965686082656,0.986716656619,0.953293057179,0.839060086607,1.32833433812,0.965686082656,0.986716656619,0.953293057179,0.839060086607,1.32833433812,0.989045360852,0.758524319455,0.748057550369,0.26318991078,24.1475680545,0.983705708322,0.973462877559,0.958015238745,0.385883282279,2.65371224414,5
