num_workers,actualNworkers,sample_num,objid,clust,precision,recall,jaccard,FPR%,FNR%
5,5,9,1,0,0.9753081678890979,0.9699816681943172,0.9467327692250345,0.2288125943006804,3.001833180568286
5,0,9,1,1,-1,0.0,0.0,0.0,100.0
5,5,9,1,-1,0.9753081678890979,0.9699816681943172,0.9467327692250345,0.2288125943006804,3.001833180568286
5,5,9,2,-1,0.9718604999251609,0.9750713320318366,0.9482985249014166,0.06255386120362945,2.492866796816339
5,5,9,3,-1,0.9511015583019882,0.9296218487394958,0.8872180451127819,0.05998839784832823,7.03781512605042
5,5,9,4,0,0.9432773109243697,0.9524242424242424,0.9008311837202637,0.06219151036525172,4.757575757575758
5,0,9,4,1,-1,0.0,0.0,0.0,100.0
5,5,9,4,-1,0.9432773109243697,0.9524242424242424,0.9008311837202637,0.06219151036525172,4.757575757575758
5,5,9,5,-1,0.9557205016636806,0.9222030130896518,0.8844149692089057,0.05706727010631665,7.779698691034824
5,5,9,6,-1,0.9561270801815431,0.9041487839771102,0.8681318681318682,0.009461633077869241,9.585121602288984
5,5,9,7,0,0.867561059511524,0.5610678531701891,0.5168032786885246,0.12718653474504882,43.89321468298109
5,0,9,7,1,-1,0.0,0.0,0.0,100.0
5,5,9,7,-1,0.867561059511524,0.5610678531701891,0.5168032786885246,0.12718653474504882,43.89321468298109
5,4,9,8,0,0.959012999917198,0.8999922293884529,0.8666566896138881,0.3509368951655784,10.000777061154713
5,1,9,8,1,0.966847981677641,0.6560727329240811,0.6416384846297071,0.2052449114150201,34.39272670759188
5,0,9,8,2,-1,0.0,0.0,0.0,100.0
5,5,9,8,-1,0.9503391472868217,0.9145232729815836,0.8728122218926134,0.4360125061148096,8.547672701841636
5,5,9,11,-1,0.8905961893054702,0.8966584158415841,0.8076923076923077,0.05812738387585559,10.334158415841584
5,5,9,13,-1,0.9811526905217154,0.9559123569591058,0.9386759581881533,0.06979873013518025,4.408764304089417
5,5,9,14,-1,0.9468816579508038,0.9843946639818777,0.9328785421238431,0.3817843283971671,1.5605336018122327
5,4,9,15,0,0.8022508038585209,0.9822834645669292,0.7908082408874801,0.040105382598828794,1.7716535433070866
5,1,9,15,1,0.0,0.0,0.0,6.466096279003039,100.0
5,5,9,15,-1,0.8022508038585209,0.9822834645669292,0.7908082408874801,0.040105382598828794,1.7716535433070866
5,5,9,16,-1,0.9600942655145326,0.9829499758726074,0.9443671766342142,0.08439014828079991,1.7050024127392631
5,5,9,17,-1,0.8814602132895816,0.9235066609368285,0.8214831804281345,0.1560702694237281,7.649333906317146
5,4,9,18,0,0.9981892541600325,0.8742719641245796,0.872887602719157,0.038428665133937154,12.572803587542042
5,1,9,18,1,1.0,0.5344945448579476,0.5344945448579476,0.0,46.55054551420525
5,5,9,18,-1,0.9981892541600325,0.8742719641245796,0.872887602719157,0.038428665133937154,12.572803587542042
5,5,9,19,-1,0.943940990516333,0.9135223332653477,0.8665118978525828,0.14567599686741842,8.647766673465226
5,0,9,20,0,-1,0.0,0.0,0.0,100.0
5,2,9,20,1,0.9867051758125889,0.9179817452870426,0.9067660936973374,0.17677106318651176,8.201825471295743
5,3,9,20,2,0.9109665658532543,0.9378145525889278,0.8590740378980269,1.309934533751082,6.218544741107225
5,0,9,20,3,-1,0.0,0.0,0.0,100.0
