,num_workers,actualNworkers,sample_num,objid,clust,P [MV],R [MV],J [MV],FPR% [MV],FNR% [MV],P [basic],R [basic],J [basic],FPR% [basic],FNR% [basic],P [GT],R [GT],J [GT],FPR% [GT],FNR% [GT],P [isoGT],R [isoGT],J [isoGT],FPR% [isoGT],FNR% [isoGT],P [GTLSA],R [GTLSA],J [GTLSA],FPR% [GTLSA],FNR% [GTLSA],P [isoGTLSA],R [isoGTLSA],J [isoGTLSA],FPR% [isoGTLSA],FNR% [isoGTLSA],P [isobasic],R [isobasic],J [isobasic],FPR% [isobasic],FNR% [isobasic]
11,10.0,10.0,0.0,14.0,-1.0,0.953602966288,0.983941605839,0.938989239047,0.330972558164,1.60583941606,0.953602966288,0.983941605839,0.938989239047,0.330972558164,1.60583941606,0.953602966288,0.983941605839,0.938989239047,0.330972558164,1.60583941606,0.953602966288,0.983941605839,0.938989239047,0.330972558164,1.60583941606,0.95350312256,0.983790586459,0.938754923624,0.331668609811,1.62094135414,0.95350312256,0.983790586459,0.938754923624,0.331668609811,1.62094135414,0.952278715722,0.982431412031,0.936333541237,0.340369255399,1.75685879688
12,10.0,10.0,0.0,15.0,0.0,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.849480968858,0.966535433071,0.825210084034,0.0283672218382,3.34645669291,0.859130434783,0.972440944882,0.838709677419,0.0264108617114,2.75590551181
13,10.0,10.0,0.0,16.0,-1.0,0.949333746514,0.98552356442,0.936277506112,0.108644009795,1.44764355799,0.949333746514,0.98552356442,0.936277506112,0.108644009795,1.44764355799,0.949333746514,0.98552356442,0.936277506112,0.108644009795,1.44764355799,0.949333746514,0.98552356442,0.936277506112,0.108644009795,1.44764355799,0.948963810702,0.986971207978,0.937223155644,0.109640743829,1.30287920219,0.948963810702,0.986971207978,0.937223155644,0.109640743829,1.30287920219,0.951170361184,0.986971207978,0.939375382731,0.104657073655,1.30287920219
14,10.0,10.0,0.0,17.0,-1.0,0.906210921217,0.934250107434,0.851880877743,0.121507995226,6.57498925655,0.906210921217,0.934250107434,0.851880877743,0.121507995226,6.57498925655,0.906210921217,0.934250107434,0.851880877743,0.121507995226,6.57498925655,0.906210921217,0.934250107434,0.851880877743,0.121507995226,6.57498925655,0.904126719466,0.932101418135,0.848259679312,0.124208172898,6.78985818651,0.904126719466,0.932101418135,0.848259679312,0.124208172898,6.78985818651,0.903252710592,0.930812204555,0.846424384525,0.125288243966,6.91877954448
15,10.0,10.0,0.0,18.0,0.0,0.996311334782,0.952749446283,0.949400544959,0.0854706517634,4.72505537174,0.996311334782,0.952749446283,0.949400544959,0.0854706517634,4.72505537174,0.996311334782,0.952749446283,0.949400544959,0.0854706517634,4.72505537174,0.996311334782,0.952749446283,0.949400544959,0.0854706517634,4.72505537174,0.997111644933,0.953405703973,0.950779886562,0.0669188823884,4.65942960269,0.997111644933,0.953405703973,0.950779886562,0.0669188823884,4.65942960269,0.997074597757,0.950616608788,0.947972622911,0.0675814455804,4.93833912116
16,10.0,10.0,0.0,19.0,-1.0,0.958445040214,0.874974505405,0.842994694439,0.101863666982,12.5025494595,0.958445040214,0.874974505405,0.842994694439,0.101863666982,12.5025494595,0.958445040214,0.874974505405,0.842994694439,0.101863666982,12.5025494595,0.958445040214,0.874974505405,0.842994694439,0.101863666982,12.5025494595,0.958221626452,0.874770548644,0.842632612967,0.102411321106,12.5229451356,0.958221626452,0.874770548644,0.842632612967,0.102411321106,12.5229451356,0.960696739616,0.877421986539,0.847017129356,0.0963871257469,12.2578013461
17,10.0,3.0,0.0,20.0,1.0,0.980806310254,0.954619124797,0.937112711439,0.266985260951,4.53808752026,0.980806310254,0.954619124797,0.937112711439,0.266985260951,4.53808752026,0.980806310254,0.954619124797,0.937112711439,0.266985260951,4.53808752026,0.980806310254,0.954619124797,0.937112711439,0.266985260951,4.53808752026,0.974496817478,0.966433506782,0.94259328591,0.361466346447,3.35664932185,0.974496817478,0.966433506782,0.94259328591,0.361466346447,3.35664932185,0.974496817478,0.966433506782,0.94259328591,0.361466346447,3.35664932185
18,10.0,4.0,0.0,20.0,3.0,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.994889038332,0.630981830589,0.628943117082,0.0463262096627,36.9018169411,0.999766899767,0.548792971082,0.548722760032,0.00182866617089,45.1207028918
19,10.0,2.0,0.0,20.0,4.0,0.0,0.0,0.0,9.47370987602,100.0,0.0,0.0,0.0,9.47370987602,100.0,0.0,0.0,0.0,9.47370987602,100.0,0.0,0.0,0.0,9.47370987602,100.0,0.0,0.0,0.0,9.47370987602,100.0,0.0,0.0,0.0,9.47370987602,100.0,0.140802440592,1.0,0.140802440592,87.2096992454,0.0
20,10.0,10.0,0.0,21.0,0.0,1.0,0.927925665495,0.927925665495,0.0,7.20743345053,1.0,0.927925665495,0.927925665495,0.0,7.20743345053,1.0,0.927925665495,0.927925665495,0.0,7.20743345053,1.0,0.927925665495,0.927925665495,0.0,7.20743345053,1.0,0.92817679558,0.92817679558,0.0,7.18232044199,1.0,0.92817679558,0.92817679558,0.0,7.18232044199,1.0,0.927925665495,0.927925665495,0.0,7.20743345053
21,10.0,10.0,0.0,22.0,0.0,0.859649122807,0.971451229183,0.838466803559,0.107388892767,2.85487708168,0.859649122807,0.971451229183,0.838466803559,0.107388892767,2.85487708168,0.859649122807,0.971451229183,0.838466803559,0.107388892767,2.85487708168,0.859649122807,0.971451229183,0.838466803559,0.107388892767,2.85487708168,0.859254046446,0.968279143537,0.835728952772,0.107388892767,3.17208564631,0.859254046446,0.968279143537,0.835728952772,0.107388892767,3.17208564631,0.857643758766,0.96986518636,0.835382513661,0.108999726158,3.013481364
22,10.0,10.0,0.0,23.0,-1.0,0.95846089201,0.953253731343,0.915434009861,0.176148657248,4.67462686567,0.95846089201,0.953253731343,0.915434009861,0.176148657248,4.67462686567,0.95846089201,0.953253731343,0.915434009861,0.176148657248,4.67462686567,0.95846089201,0.953253731343,0.915434009861,0.176148657248,4.67462686567,0.956683688795,0.950686567164,0.911453265411,0.183530609647,4.93134328358,0.956683688795,0.950686567164,0.911453265411,0.183530609647,4.93134328358,0.955355535554,0.950507462687,0.910083457185,0.18938526155,4.94925373134
23,10.0,10.0,0.0,24.0,-1.0,0.973460501762,0.988837405223,0.962879409352,0.0316164919526,1.11625947767,0.973460501762,0.988837405223,0.962879409352,0.0316164919526,1.11625947767,0.973460501762,0.988837405223,0.962879409352,0.0316164919526,1.11625947767,0.973460501762,0.988837405223,0.962879409352,0.0316164919526,1.11625947767,0.973667841592,0.989048020219,0.963282051282,0.0313694881092,1.0951979781,0.973667841592,0.989048020219,0.963282051282,0.0313694881092,1.0951979781,0.973466003317,0.989048020219,0.963084495488,0.0316164919526,1.0951979781
24,10.0,6.0,0.0,25.0,0.0,0.974541672084,0.814164675212,0.797209045076,0.269274142531,18.5835324788,0.974541672084,0.814164675212,0.797209045076,0.269274142531,18.5835324788,0.974541672084,0.814164675212,0.797209045076,0.269274142531,18.5835324788,0.974541672084,0.814164675212,0.797209045076,0.269274142531,18.5835324788,0.970270200521,0.816793395612,0.796850493832,0.316857826553,18.3206604388,0.970270200521,0.816793395612,0.796850493832,0.316857826553,18.3206604388,0.967225227603,0.796285031501,0.775363851752,0.341612344253,20.3714968499
25,10.0,4.0,0.0,25.0,1.0,0.948353804162,0.966195959157,0.91789812598,0.666171576313,3.38040408429,0.948353804162,0.966195959157,0.91789812598,0.666171576313,3.38040408429,0.948353804162,0.966195959157,0.91789812598,0.666171576313,3.38040408429,0.948353804162,0.966195959157,0.91789812598,0.666171576313,3.38040408429,0.960385577504,0.967521181838,0.930390456891,0.505267211266,3.24788181621,0.110318771203,0.969280903758,0.109934407972,98.9663613609,3.07190962416,0.950141967199,0.974169020204,0.926792468429,0.647193112743,2.58309797958
26,10.0,9.0,0.0,26.0,0.0,0.979722461274,0.977776584895,0.958381563717,0.0964265891844,2.22234151055,0.979722461274,0.977776584895,0.958381563717,0.0964265891844,2.22234151055,0.979722461274,0.977776584895,0.958381563717,0.0964265891844,2.22234151055,0.979722461274,0.977776584895,0.958381563717,0.0964265891844,2.22234151055,0.980833423064,0.977937624134,0.959599683961,0.091055346816,2.20623758656,0.980833423064,0.977937624134,0.959599683961,0.091055346816,2.20623758656,0.980428003011,0.978796500081,0.960037908703,0.0931015343849,2.12034999195
27,10.0,10.0,0.0,27.0,0.0,0.968086549549,0.992179353493,0.960755275824,0.247091878266,0.782064650678,0.968086549549,0.992179353493,0.960755275824,0.247091878266,0.782064650678,0.968086549549,0.992179353493,0.960755275824,0.247091878266,0.782064650678,0.968086549549,0.992179353493,0.960755275824,0.247091878266,0.782064650678,0.96890893063,0.993291623219,0.962609896588,0.240789853741,0.670837678137,0.96890893063,0.993291623219,0.962609896588,0.240789853741,0.670837678137,0.968548769742,0.993326381648,0.962287022695,0.243678281648,0.667361835245
28,10.0,10.0,0.0,28.0,0.0,0.913534778606,0.907081117021,0.835361653272,0.351494446864,9.29188829787,0.913611250628,0.907081117021,0.835425597061,0.351154181185,9.29188829787,0.913534778606,0.907081117021,0.835361653272,0.351494446864,9.29188829787,0.913534778606,0.907081117021,0.835361653272,0.351494446864,9.29188829787,0.915431633593,0.908660239362,0.838291673056,0.343668336237,9.13397606383,0.915431633593,0.908660239362,0.838291673056,0.343668336237,9.13397606383,0.917490366896,0.910322473404,0.841438119382,0.335161694251,8.96775265957
29,10.0,5.0,0.0,29.0,0.0,0.896096602078,0.924793508187,0.835230990708,0.247475912902,7.52064918128,0.896096602078,0.924793508187,0.835230990708,0.247475912902,7.52064918128,0.896096602078,0.924793508187,0.835230990708,0.247475912902,7.52064918128,0.896096602078,0.924793508187,0.835230990708,0.247475912902,7.52064918128,0.896096602078,0.924793508187,0.835230990708,0.247475912902,7.52064918128,0.0212918895855,0.940008694392,0.0212629964207,99.7204191038,5.99913056079,0.889948128417,0.919866685988,0.825917252147,0.262525123822,8.01333140125
30,10.0,2.0,0.0,29.0,1.0,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389,0.134920634921,0.00739023329952,0.00705589374654,0.10935759935,99.26097667,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389,0.79997597309,0.964932618461,0.777375671258,0.556820804029,3.50673815389
31,10.0,3.0,0.0,29.0,2.0,0.16456036569,0.975510795537,0.163883343882,11.4297084801,2.44892044631,0.16456036569,0.975510795537,0.163883343882,11.4297084801,2.44892044631,0.16456036569,0.975510795537,0.163883343882,11.4297084801,2.44892044631,0.16456036569,0.975510795537,0.163883343882,11.4297084801,2.44892044631,0.160578496487,0.966961309955,0.159702278384,11.665813878,3.30386900449,0.0209906941256,0.912911172294,0.0209487454029,98.2656620482,8.70888277061,0.0214887274144,0.943196638168,0.0214609538568,99.122129363,5.68033618316
32,10.0,10.0,0.0,30.0,1.0,0.886126589513,0.969213939678,0.86186770428,0.266091526137,3.07860603219,0.886126589513,0.969213939678,0.86186770428,0.266091526137,3.07860603219,0.886126589513,0.969213939678,0.86186770428,0.266091526137,3.07860603219,0.886126589513,0.969213939678,0.86186770428,0.266091526137,3.07860603219,0.883730895586,0.96686982341,0.85775682795,0.271767255051,3.31301765901,0.883730895586,0.96686982341,0.85775682795,0.271767255051,3.31301765901,0.884329425222,0.966557274574,0.85807436182,0.270097923017,3.34427254258
33,10.0,8.0,0.0,31.0,0.0,0.969445963898,0.97187622405,0.942991790818,0.278897250259,2.81237759499,0.969445963898,0.97187622405,0.942991790818,0.278897250259,2.81237759499,0.969445963898,0.97187622405,0.942991790818,0.278897250259,2.81237759499,0.969445963898,0.97187622405,0.942991790818,0.278897250259,2.81237759499,0.969759718695,0.97222875049,0.943620742092,0.276044081458,2.77712495104,0.969759718695,0.97222875049,0.943620742092,0.276044081458,2.77712495104,0.969072568033,0.970818644732,0.941643554576,0.282107065159,2.91813552683
34,10.0,2.0,0.0,31.0,1.0,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669,0.796234880999,0.959224441833,0.770166996886,2.23510110917,4.07755581669
35,10.0,7.0,0.0,32.0,0.0,0.980654438897,0.986947379919,0.96809878395,0.264761473307,1.30526200814,0.980654438897,0.986947379919,0.96809878395,0.264761473307,1.30526200814,0.980654438897,0.986947379919,0.96809878395,0.264761473307,1.30526200814,0.980654438897,0.986947379919,0.96809878395,0.264761473307,1.30526200814,0.980115563031,0.986592392343,0.967232424908,0.2721881626,1.34076076568,0.980115563031,0.986592392343,0.967232424908,0.2721881626,1.34076076568,0.981323169072,0.984244012998,0.96614576353,0.254735442761,1.5755987002
36,10.0,3.0,0.0,32.0,1.0,0.736541715078,0.986701619289,0.72930206273,4.7994979558,1.32983807105,0.736541715078,0.986701619289,0.72930206273,4.7994979558,1.32983807105,0.736541715078,0.986701619289,0.72930206273,4.7994979558,1.32983807105,0.736541715078,0.986701619289,0.72930206273,4.7994979558,1.32983807105,0.540918163673,0.0444007536659,0.0427883476751,0.512441561239,95.5599246334,0.740282721448,0.993855984271,0.73691030573,4.74156977932,0.614401572868,0.120422241009,0.999645012425,0.120417091543,99.2907511725,0.0354987575435
37,10.0,8.0,0.0,33.0,0.0,0.977325616087,0.99353977738,0.971154131215,0.278440294707,0.646022261988,0.977325616087,0.99353977738,0.971154131215,0.278440294707,0.646022261988,0.977325616087,0.99353977738,0.971154131215,0.278440294707,0.646022261988,0.977325616087,0.99353977738,0.971154131215,0.278440294707,0.646022261988,0.975988784824,0.992417579085,0.968764803411,0.294926891104,0.758242091535,0.975988784824,0.992417579085,0.968764803411,0.294926891104,0.758242091535,0.975665762085,0.99229626035,0.968331014887,0.298956948001,0.770373965
