num_workers,actualNworkers,sample_num,objid,clust,precision,recall,jaccard,FPR%,FNR%
5,5,0,19,-1,0.9531043593130779,0.8829288190903528,0.8461688819390148,0.11665032831864708,11.707118090964716
5,2,0,20,1,0.9932200241478591,0.912223833489721,0.906578501186843,0.0889950869835542,8.777616651027893
5,0,0,20,2,-1,0.0,0.0,0.0,100.0
5,3,0,20,3,0.9633204633204633,0.7023372856777276,0.6840443650562871,0.3821912297170444,29.76627143222725
5,0,0,20,4,-1,0.0,0.0,0.0,100.0
5,5,0,20,-1,0.9776780642962626,0.7341550797577412,0.722052099500818,0.23955526838723837,26.58449202422588
5,5,0,21,0,1.0,0.9126067302862882,0.9126067302862882,0.0,8.73932697137117
5,0,0,21,1,-1,0.0,0.0,0.0,100.0
5,5,0,21,-1,1.0,0.9126067302862882,0.9126067302862882,0.0,8.73932697137117
5,5,0,22,0,0.8207301173402868,0.9984139571768438,0.8196614583333334,0.14765972755437906,0.1586042823156225
5,0,0,22,1,-1,0.0,0.0,0.0,100.0
5,5,0,22,-1,0.8207301173402868,0.9984139571768438,0.8196614583333334,0.14765972755437906,0.1586042823156225
5,5,0,23,-1,0.9459231603035048,0.9377910447761194,0.8900725294650952,0.22858597429044164,6.2208955223880595
5,5,0,24,-1,0.9771632097213493,0.9823083403538332,0.9602635371628577,0.026923418928398526,1.7691659646166806
5,1,0,25,0,0.9998267948384861,0.7524440582228981,0.7523459900947085,0.0016503011799653435,24.75559417771019
5,4,0,25,1,0.9470222871757399,0.9572887247447317,0.9086297556449119,0.6779987347690953,4.271127525526831
5,5,0,25,-1,0.9470308075173774,0.9590049967412557,0.910183715128147,0.6790989355557389,4.09950032587443
5,4,0,26,0,0.9748152941810926,0.9703151001127275,0.946585672392124,0.11944619933447749,2.968489988727253
5,1,0,26,1,0.6957291709567152,0.9068119598475495,0.6493062228542876,1.8896542198782007,9.318804015245048
5,5,0,26,-1,0.9495702599150875,0.9844865532234688,0.9355710860582563,0.24912333651344984,1.5513446776531215
5,5,0,27,0,0.9717155787164016,0.9851581508515815,0.9576955566818719,0.2166320930598955,1.4841849148418491
5,5,0,27,-1,0.9717155787164016,0.9851581508515815,0.9576955566818719,0.2166320930598955,1.4841849148418491
5,5,0,28,0,0.8879911280101395,0.9316821808510638,0.83370519113491,0.4811356707317073,6.831781914893617
5,0,0,28,1,-1,0.0,0.0,0.0,100.0
5,5,0,28,-1,0.8879911280101395,0.9316821808510638,0.83370519113491,0.4811356707317073,6.831781914893617
5,3,0,29,0,0.9354405844639928,0.9091436023764672,0.8554676847559313,0.1448068517385183,9.085639762353283
5,0,0,29,1,-1,0.0,0.0,0.0,100.0
5,2,0,29,2,0.16086495347379587,0.966961309955079,0.15998561496044114,11.641066286757699,3.303869004492103
5,5,0,29,-1,0.8984860773181941,0.9631937400376757,0.8686617877679038,0.25115460890445085,3.68062599623243
5,1,0,30,0,0.19294715006656551,0.9739021722144084,0.19195466025996427,8.702895623345274,2.6097827785591496
5,4,0,30,1,0.9092910612065169,0.9681200187529302,0.8828559213339033,0.20632943933814324,3.187998124706985
5,5,0,30,-1,0.8790120011163829,0.9843725582122207,0.86691439581613,0.28946217460545337,1.5627441787779341
5,4,0,31,0,0.9722521229518,0.9552291421856639,0.9298787462823153,0.2482256856521274,4.477085781433607
5,1,0,31,1,0.702260592979666,0.9685859772816294,0.6866218692730605,3.739077713185598597,3.4116725421073246
10,8,1,32,0,0.9806262979560608,0.9799568553562163,0.9613447629252612,0.2632761354479593,2.0043144643783624
10,2,1,32,1,0.765063334474495,0.9763796728652959,0.7511606899014727,4.077252422029046,2.362032713470413
10,10,1,32,-1,0.9769018055630863,0.9839709456322875,0.9615990179595976,0.31637696389515,1.6029054367712514
10,8,1,33,0,0.9707256490626294,0.9956628552364198,0.9666382026442095,0.3627051207368409,0.4337144763580116
10,2,1,33,1,0.7973480309928908,0.9082527069242667,0.7379133606032231,2.788433003967774,9.174729307573323
10,10,1,33,-1,0.9679672305062769,0.9962391192259865,0.9644430089846732,0.3982428951928748,0.3760880774013527
10,2,1,34,0,0.268074554360861,0.8784077790604742,0.25848282530018163,41.30913596108842,12.159222093952579
10,8,1,34,1,0.9894002724984412,0.9511588668857117,0.9415642924642331,0.1755150736475015,4.884113311428825
10,10,1,34,-1,0.9883255121895388,0.9585072373679069,0.9477762655310181,0.1950167484972239,4.149276263209307
10,10,1,36,-1,0.9808052275125072,0.9447303720701524,0.9275805465254755,0.20430711271304633,5.526962792984757
10,5,1,37,0,0.7653114276801497,0.9714889123548046,0.7484999491508186,0.8514924697431564,2.851108764519535
10,5,1,37,1,0.9322963151855157,0.9651531151003168,0.9019365980017269,0.20032897715268763,3.4846884899683213
10,10,1,37,-1,0.8976966429796619,0.9671330517423442,0.8711211508738557,0.3150182597410437,3.2866948257655757
10,10,1,38,-1,0.9885791245791246,0.978249860063438,0.9673176774465617,0.18033114582580181,2.175013993656209
10,10,1,39,-1,0.9911008569545154,0.9856201824968015,0.9769740289684952,0.4700583501345029,1.437981750319845
10,6,1,42,0,0.9590316573556797,0.8685985893897578,0.8375221762270846,0.09071892876689734,13.140141061024227
10,4,1,42,1,1.0,0.099049371358479,0.099049371358479,0.0,90.0950628641521
10,10,1,42,-1,0.9823212913143735,0.7838086476540939,0.7729059570607801,0.03448818779567998,21.619135234590615
10,10,1,43,-1,0.9681461032066256,0.9265632409728338,0.899151929524686,0.1740684437120676,7.343675902716617
10,10,1,44,-1,0.9568759936406995,0.932777993025959,0.8951477969882878,0.16504662376975618,6.722200697404107
10,10,1,45,-1,0.9676132363295001,0.8566382713484313,0.8327610583720461,0.051402965727631325,14.336172865156868
10,10,1,46,-1,0.9540571105456601,0.9298704877376688,0.8900171436107082,0.12217034681342145,7.012951226233122
10,3,1,47,0,0.8915149166989539,0.972938689217759,0.8699432892249528,0.1033534503442039,2.7061310782241015
10,2,1,47,1,0.9873417721518988,0.7585623678646934,0.7512562814070352,0.00848974770684532,24.143763213530654
10,5,1,47,2,0.9280709948622139,0.8401691331923891,0.7888050813815006,0.05684439768931215,15.9830866807611
10,10,1,47,-1,0.9381682938168294,0.853276955602537,0.8078462770216173,0.04909288891349685,14.6723044397463
10,8,1,40,0,0.9405869720830351,0.6945031712473573,0.6653164556962026,0.030655812785320667,30.549682875264274
