,Unnamed: 0,sample,num_workers,sample_num,objid,clust,actualNworkerInSample
837,837,20workers_rand0,20,0,18,0,18
841,841,20workers_rand0,20,0,20,2,9
844,844,20workers_rand0,20,0,21,0,18
846,846,20workers_rand0,20,0,22,0,18
848,848,20workers_rand0,20,0,25,0,11
850,850,20workers_rand0,20,0,26,0,20
852,852,20workers_rand0,20,0,27,0,18
856,856,20workers_rand0,20,0,28,0,19
858,858,20workers_rand0,20,0,29,0,11
862,862,20workers_rand0,20,0,30,1,19
863,863,20workers_rand0,20,0,31,0,16
866,866,20workers_rand0,20,0,32,0,17
868,868,20workers_rand0,20,0,33,0,13
871,871,20workers_rand0,20,0,34,1,19
872,872,20workers_rand0,20,0,37,0,12
879,879,20workers_rand0,20,0,40,0,15
881,881,20workers_rand0,20,0,41,0,17
875,875,20workers_rand0,20,0,42,1,12
878,878,20workers_rand0,20,0,47,2,9
885,885,20workers_rand1,20,1,1,0,19
887,887,20workers_rand1,20,1,4,0,19
889,889,20workers_rand1,20,1,7,0,14
891,891,20workers_rand1,20,1,8,0,12
942,942,20workers_rand1,20,1,10,0,20
894,894,20workers_rand1,20,1,15,0,19
896,896,20workers_rand1,20,1,18,0,18
899,899,20workers_rand1,20,1,20,1,7
903,903,20workers_rand1,20,1,21,0,19
905,905,20workers_rand1,20,1,22,0,17
908,908,20workers_rand1,20,1,25,1,12
909,909,20workers_rand1,20,1,26,0,19
911,911,20workers_rand1,20,1,27,0,19
915,915,20workers_rand1,20,1,28,0,18
917,917,20workers_rand1,20,1,29,0,9
921,921,20workers_rand1,20,1,30,1,17
922,922,20workers_rand1,20,1,31,0,17
925,925,20workers_rand1,20,1,32,0,14
927,927,20workers_rand1,20,1,33,0,19
930,930,20workers_rand1,20,1,34,1,17
932,932,20workers_rand1,20,1,37,1,11
938,938,20workers_rand1,20,1,40,0,16
940,940,20workers_rand1,20,1,41,0,12
933,933,20workers_rand1,20,1,42,0,13
937,937,20workers_rand1,20,1,47,2,8
944,944,20workers_rand2,20,2,1,0,20
946,946,20workers_rand2,20,2,4,0,20
948,948,20workers_rand2,20,2,7,0,14
950,950,20workers_rand2,20,2,8,0,11
1001,1001,20workers_rand2,20,2,10,0,18
953,953,20workers_rand2,20,2,15,0,19
955,955,20workers_rand2,20,2,18,0,19
958,958,20workers_rand2,20,2,20,1,7
962,962,20workers_rand2,20,2,21,0,20
964,964,20workers_rand2,20,2,22,0,20
966,966,20workers_rand2,20,2,25,0,11
968,968,20workers_rand2,20,2,26,0,18
970,970,20workers_rand2,20,2,27,0,20
974,974,20workers_rand2,20,2,28,0,20
976,976,20workers_rand2,20,2,29,0,10
980,980,20workers_rand2,20,2,30,1,19
981,981,20workers_rand2,20,2,31,0,17
984,984,20workers_rand2,20,2,32,0,14
986,986,20workers_rand2,20,2,33,0,16
989,989,20workers_rand2,20,2,34,1,18
990,990,20workers_rand2,20,2,37,0,11
997,997,20workers_rand2,20,2,40,0,16
999,999,20workers_rand2,20,2,41,0,12
992,992,20workers_rand2,20,2,42,0,13
994,994,20workers_rand2,20,2,47,0,7
1003,1003,20workers_rand3,20,3,1,0,18
1005,1005,20workers_rand3,20,3,4,0,19
1007,1007,20workers_rand3,20,3,7,0,13
1009,1009,20workers_rand3,20,3,8,0,12
1060,1060,20workers_rand3,20,3,10,0,19
1012,1012,20workers_rand3,20,3,15,0,19
1014,1014,20workers_rand3,20,3,18,0,19
1017,1017,20workers_rand3,20,3,20,1,8
1021,1021,20workers_rand3,20,3,21,0,20
1023,1023,20workers_rand3,20,3,22,0,19
1025,1025,20workers_rand3,20,3,25,0,11
1027,1027,20workers_rand3,20,3,26,0,18
1029,1029,20workers_rand3,20,3,27,0,19
1033,1033,20workers_rand3,20,3,28,0,18
1035,1035,20workers_rand3,20,3,29,0,10
1039,1039,20workers_rand3,20,3,30,1,20
1040,1040,20workers_rand3,20,3,31,0,17
1043,1043,20workers_rand3,20,3,32,0,15
1045,1045,20workers_rand3,20,3,33,0,15
1048,1048,20workers_rand3,20,3,34,1,19
1049,1049,20workers_rand3,20,3,37,0,13
1056,1056,20workers_rand3,20,3,40,0,16
1058,1058,20workers_rand3,20,3,41,0,15
1051,1051,20workers_rand3,20,3,42,0,12
1054,1054,20workers_rand3,20,3,47,1,8
1062,1062,25workers_rand0,25,0,1,0,23
1064,1064,25workers_rand0,25,0,4,0,23
1066,1066,25workers_rand0,25,0,7,0,19
1068,1068,25workers_rand0,25,0,8,0,17
1119,1119,25workers_rand0,25,0,10,0,23
1071,1071,25workers_rand0,25,0,15,0,25
1073,1073,25workers_rand0,25,0,18,0,23
1077,1077,25workers_rand0,25,0,20,2,11
1080,1080,25workers_rand0,25,0,21,0,23
1082,1082,25workers_rand0,25,0,22,0,22
1084,1084,25workers_rand0,25,0,25,0,14
1086,1086,25workers_rand0,25,0,26,0,25
1088,1088,25workers_rand0,25,0,27,0,22
1092,1092,25workers_rand0,25,0,28,0,23
1094,1094,25workers_rand0,25,0,29,0,15
1098,1098,25workers_rand0,25,0,30,1,23
1099,1099,25workers_rand0,25,0,31,0,19
1102,1102,25workers_rand0,25,0,32,0,20
1104,1104,25workers_rand0,25,0,33,0,17
1107,1107,25workers_rand0,25,0,34,1,22
1108,1108,25workers_rand0,25,0,37,0,17
1115,1115,25workers_rand0,25,0,40,0,20
1117,1117,25workers_rand0,25,0,41,0,18
1110,1110,25workers_rand0,25,0,42,0,14
1114,1114,25workers_rand0,25,0,47,2,12
1121,1121,25workers_rand1,25,1,1,0,23
1123,1123,25workers_rand1,25,1,4,0,24
1125,1125,25workers_rand1,25,1,7,0,16
1127,1127,25workers_rand1,25,1,8,0,16
1178,1178,25workers_rand1,25,1,10,0,24
1130,1130,25workers_rand1,25,1,15,0,24
1132,1132,25workers_rand1,25,1,18,0,24
1136,1136,25workers_rand1,25,1,20,2,10
1139,1139,25workers_rand1,25,1,21,0,24
1141,1141,25workers_rand1,25,1,22,0,23
1143,1143,25workers_rand1,25,1,25,0,14
1145,1145,25workers_rand1,25,1,26,0,24
1147,1147,25workers_rand1,25,1,27,0,22
1151,1151,25workers_rand1,25,1,28,0,24
1153,1153,25workers_rand1,25,1,29,0,14
1157,1157,25workers_rand1,25,1,30,1,24
1158,1158,25workers_rand1,25,1,31,0,23
1161,1161,25workers_rand1,25,1,32,0,19
1163,1163,25workers_rand1,25,1,33,0,19
1166,1166,25workers_rand1,25,1,34,1,22
1167,1167,25workers_rand1,25,1,37,0,15
1174,1174,25workers_rand1,25,1,40,0,21
1176,1176,25workers_rand1,25,1,41,0,19
1169,1169,25workers_rand1,25,1,42,0,13
1173,1173,25workers_rand1,25,1,47,2,10
1180,1180,30workers_rand0,30,0,1,0,28
1182,1182,30workers_rand0,30,0,4,0,28
1184,1184,30workers_rand0,30,0,7,0,22
1186,1186,30workers_rand0,30,0,8,0,18
1237,1237,30workers_rand0,30,0,10,0,28
1189,1189,30workers_rand0,30,0,15,0,28
1191,1191,30workers_rand0,30,0,18,0,28
1195,1195,30workers_rand0,30,0,20,2,11
1198,1198,30workers_rand0,30,0,21,0,28
1200,1200,30workers_rand0,30,0,22,0,27
1202,1202,30workers_rand0,30,0,25,0,16
1204,1204,30workers_rand0,30,0,26,0,29
1206,1206,30workers_rand0,30,0,27,0,28
1210,1210,30workers_rand0,30,0,28,0,28
1212,1212,30workers_rand0,30,0,29,0,18
1216,1216,30workers_rand0,30,0,30,1,27
1217,1217,30workers_rand0,30,0,31,0,26
1220,1220,30workers_rand0,30,0,32,0,23
1222,1222,30workers_rand0,30,0,33,0,22
1225,1225,30workers_rand0,30,0,34,1,26
1226,1226,30workers_rand0,30,0,37,0,15
1233,1233,30workers_rand0,30,0,40,0,23
1235,1235,30workers_rand0,30,0,41,0,21
1228,1228,30workers_rand0,30,0,42,0,16
1232,1232,30workers_rand0,30,0,47,2,15
