sample,objid,clust,algo,p,r,j,fpr,fnr
25workers_rand0,6,-1,ground_truth,0.99710982659,0.987124463519,0.984308131241,0.000652526419163,1.28755364807
25workers_rand0,6,-1,isoGTLSA,0.905933429812,0.89556509299,0.819371727749,0.0212071086228,10.443490701
25workers_rand0,6,-1,GTLSA,0.905933429812,0.89556509299,0.819371727749,0.0212071086228,10.443490701
25workers_rand0,6,-1,isoGT,0.876315789474,0.952789699571,0.839848675914,0.0306687417007,4.72103004292
25workers_rand0,6,-1,GT,0.876315789474,0.952789699571,0.839848675914,0.0306687417007,4.72103004292
25workers_rand0,7,-1,isobasic,0.898711524696,0.558620689655,0.525533696107,0.0934903619035,44.1379310345
25workers_rand0,7,-1,basic,0.897562698693,0.565294771969,0.531034482759,0.0958028443534,43.4705228031
25workers_rand0,7,-1,worker_fraction,0.890047074647,0.588876529477,0.548942347574,0.108025965874,41.1123470523
25workers_rand0,7,-1,ground_truth,0.980444444444,0.981535038932,0.962688195505,0.0290712079417,1.84649610679
25workers_rand0,7,-1,isoGTLSA,0.886215194225,0.573526140156,0.534189805222,0.109347384417,42.6473859844
25workers_rand0,7,-1,GTLSA,0.886215194225,0.573526140156,0.534189805222,0.109347384417,42.6473859844
25workers_rand0,7,-1,isoGT,0.873596406801,0.605784204672,0.556964614441,0.130159726466,39.4215795328
25workers_rand0,7,-1,GT,0.873596406801,0.605784204672,0.556964614441,0.130159726466,39.4215795328
25workers_rand0,7,1,isobasic,0.916666666667,0.956840934372,0.88027015964,0.129168662559,4.31590656285
25workers_rand0,7,1,basic,0.917644548752,0.956840934372,0.881171891006,0.127516889381,4.31590656285
25workers_rand0,7,1,worker_fraction,0.908747640025,0.963737486096,0.878701825558,0.14370426653,3.62625139043
25workers_rand0,7,1,ground_truth,0.959598165538,0.977530589544,0.938888888889,0.0611156076048,2.24694104561
25workers_rand0,7,1,isoGTLSA,0.916276097145,0.956840934372,0.879909983633,0.129829371831,4.31590656285
25workers_rand0,7,1,GTLSA,0.93198488553,0.932814238042,0.873359716726,0.101088518525,6.71857619577
25workers_rand0,7,1,isoGT,0.869288835916,0.973526140156,0.849214050068,0.217373350292,2.64738598443
25workers_rand0,7,1,GT,0.869288835916,0.973526140156,0.849214050068,0.217373350292,2.64738598443
25workers_rand0,8,-1,isobasic,0.952892964376,0.912464060922,0.873080783672,0.411553267967,8.75359390784
25workers_rand0,8,-1,basic,0.956067891341,0.903877535162,0.867833028687,0.378940950436,9.6122464838
25workers_rand0,8,-1,worker_fraction,0.953834880313,0.910327142746,0.87191128312,0.401982261735,8.96728572539
25workers_rand0,8,-1,ground_truth,0.978501628664,0.992073976222,0.9709114415,0.198864240594,0.792602377807
25workers_rand0,8,-1,isoGTLSA,0.95703125,0.904304918797,0.869021394168,0.370433389341,9.56950812029
25workers_rand0,8,-1,GTLSA,0.95703125,0.904304918797,0.869021394168,0.370433389341,9.56950812029
25workers_rand0,8,-1,isoGT,0.937526512668,0.944556686611,0.888624899481,0.574260373907,5.54433133888
25workers_rand0,8,-1,GT,0.937526512668,0.944556686611,0.888624899481,0.574260373907,5.54433133888
25workers_rand0,8,0,isobasic,0.948844289549,0.920273525526,0.876772163613,0.452673146592,7.97264744735
25workers_rand0,8,0,basic,0.948482907694,0.920623203046,0.876780758557,0.456217963715,7.93767969539
25workers_rand0,8,0,worker_fraction,0.941921568627,0.933211593752,0.882435063742,0.524987415899,6.67884062476
25workers_rand0,8,0,ground_truth,0.976312960688,0.988072111275,0.964940239044,0.218715216482,1.19278887248
25workers_rand0,8,0,isoGTLSA,0.945968478304,0.925790659725,0.879294438909,0.482449610425,7.42093402751
25workers_rand0,8,0,GTLSA,0.94615415161,0.925751806667,0.879419797741,0.480677201863,7.42481933328
25workers_rand0,8,0,isoGT,0.934960289922,0.942225503147,0.884266180492,0.598010648631,5.77744968529
25workers_rand0,8,0,GT,0.934960289922,0.942225503147,0.884266180492,0.598010648631,5.77744968529
25workers_rand0,9,-1,isobasic,0.977738593784,0.944935562893,0.925033885935,0.067682802202,5.50644371073
25workers_rand0,9,-1,basic,0.977841472825,0.944722547662,0.924921793535,0.0673477388248,5.52774523378
25workers_rand0,9,-1,worker_fraction,0.977843915344,0.944829055277,0.925026068822,0.0673477388248,5.51709447225
25workers_rand0,9,-1,ground_truth,0.995840887277,0.99456811162,0.990453966907,0.0130674717123,0.543188838002
25workers_rand0,9,-1,isoGTLSA,0.984171531208,0.933752263287,0.919937040923,0.0472439361905,6.62477367132
25workers_rand0,9,-1,GTLSA,0.984070002244,0.934284801363,0.920365124331,0.0475789995678,6.57151986367
25workers_rand0,9,-1,isoGT,0.967804249839,0.960485674726,0.930746207039,0.100519013171,3.95143252743
25workers_rand0,9,-1,GT,0.967804249839,0.960485674726,0.930746207039,0.100519013171,3.95143252743
25workers_rand0,10,-1,isobasic,0.971795324737,0.9783626771,0.951348858658,0.164621216547,2.16373229
25workers_rand0,10,-1,basic,0.970327281274,0.978955480467,0.950500748245,0.17355681494,2.10445195329
25workers_rand0,10,-1,worker_fraction,0.965283855534,0.980733890568,0.947320201557,0.204487732454,1.92661094315
25workers_rand0,10,-1,ground_truth,0.997211509938,0.996383899461,0.993615511941,0.0161528124796,0.361610053945
25workers_rand0,10,-1,isoGTLSA,0.963120237333,0.981504534946,0.945952122493,0.217891130044,1.84954650542
25workers_rand0,10,-1,GTLSA,0.963120237333,0.981504534946,0.945952122493,0.217891130044,1.84954650542
25workers_rand0,10,-1,isoGT,0.960611677479,0.983105104037,0.945011111744,0.233700265662,1.6894895963
25workers_rand0,10,-1,GT,0.960611677479,0.983105104037,0.945011111744,0.233700265662,1.6894895963
25workers_rand0,10,0,isobasic,0.97220095412,0.97854051811,0.95190588778,0.162215478518,2.14594818899
25workers_rand0,10,0,basic,0.970709328314,0.9783626771,0.950308055508,0.171151076911,2.16373229
25workers_rand0,10,0,worker_fraction,0.970709328314,0.9783626771,0.950308055508,0.171151076911,2.16373229
25workers_rand0,10,0,ground_truth,0.99762413875,0.99567253542,0.993317168372,0.0137470744507,0.432746458
25workers_rand0,10,0,isoGTLSA,0.972187849862,0.978066275416,0.951444553371,0.162215478518,2.19337245836
25workers_rand0,10,0,GTLSA,0.972187849862,0.978066275416,0.951444553371,0.162215478518,2.19337245836
25workers_rand0,10,0,isoGT,0.962134851037,0.982097338313,0.945551053022,0.224077313547,1.79026616871
25workers_rand0,10,0,GT,0.962134851037,0.982097338313,0.945551053022,0.224077313547,1.79026616871
25workers_rand0,11,-1,isobasic,0.889366933006,0.895420792079,0.805679287305,0.0587805005486,10.4579207921
25workers_rand0,11,-1,basic,0.894898586355,0.90099009901,0.814773363179,0.0558414755212,9.90099009901
25workers_rand0,11,-1,worker_fraction,0.883971291866,0.914603960396,0.816574585635,0.063352317258,8.5396039604
25workers_rand0,11,-1,ground_truth,0.988278840222,0.991336633663,0.979816513761,0.00620460839124,0.866336633663
25workers_rand0,11,-1,isoGTLSA,0.892592592593,0.894801980198,0.80782122905,0.0568211505303,10.5198019802
25workers_rand0,11,-1,GTLSA,0.892592592593,0.894801980198,0.80782122905,0.0568211505303,10.5198019802
25workers_rand0,11,-1,isoGT,0.84805266045,0.956683168317,0.816693079768,0.0904566591776,4.33168316832
25workers_rand0,11,-1,GT,0.84805266045,0.956683168317,0.816693079768,0.0904566591776,4.33168316832
25workers_rand0,12,-1,isobasic,0.922057431366,0.972055888224,0.898247771288,0.0810277068831,2.79441117764
25workers_rand0,12,-1,basic,0.924026590693,0.971057884232,0.899260628466,0.0787313751091,2.89421157685
25workers_rand0,12,-1,worker_fraction,0.913884555382,0.974384564205,0.892443631932,0.0905410813754,2.56154357951
25workers_rand0,12,-1,ground_truth,0.995660881175,0.992348636061,0.988075521696,0.00426461615174,0.765136393879
25workers_rand0,12,-1,isoGTLSA,0.918079096045,0.973053892216,0.895316804408,0.0856203704311,2.69461077844
25workers_rand0,12,-1,GTLSA,0.918079096045,0.973053892216,0.895316804408,0.0856203704311,2.69461077844
25workers_rand0,12,-1,isoGT,0.873001776199,0.981037924152,0.858515283843,0.140732333007,1.89620758483
25workers_rand0,12,-1,GT,0.873001776199,0.981037924152,0.858515283843,0.140732333007,1.89620758483
25workers_rand0,13,-1,isobasic,0.959063297826,0.966379845649,0.92809677969,0.156794248854,3.36201543511
25workers_rand0,13,-1,basic,0.964846870839,0.964162157367,0.931442282972,0.133528005476,3.58378426328
25workers_rand0,13,-1,worker_fraction,0.964846870839,0.964162157367,0.931442282972,0.133528005476,3.58378426328
25workers_rand0,13,-1,ground_truth,0.993720148594,0.996629113812,0.990391396333,0.0239406272444,0.337088618824
25workers_rand0,13,-1,isoGTLSA,0.965646137415,0.962476714273,0.930611544729,0.130156086146,3.7523285727
25workers_rand0,13,-1,GTLSA,0.965646137415,0.962476714273,0.930611544729,0.130156086146,3.7523285727
25workers_rand0,13,-1,isoGT,0.948883716921,0.976492504214,0.927692566998,0.199954816281,2.35074957864
25workers_rand0,13,-1,GT,0.948883716921,0.976492504214,0.927692566998,0.199954816281,2.35074957864
25workers_rand0,14,-1,isobasic,0.949107445213,0.987616410773,0.937945212028,0.366123166339,1.23835892273
25workers_rand0,14,-1,basic,0.95078549263,0.987113012837,0.93912835249,0.353246210869,1.28869871634
25workers_rand0,14,-1,worker_fraction,0.95078549263,0.987113012837,0.93912835249,0.353246210869,1.28869871634
25workers_rand0,14,-1,ground_truth,0.995275432248,0.996828593003,0.992133874443,0.0327144274105,0.317140699723
25workers_rand0,14,-1,isoGTLSA,0.94865100087,0.987666750566,0.937544798586,0.369603424574,1.23332494337
25workers_rand0,14,-1,GTLSA,0.94865100087,0.987666750566,0.937544798586,0.369603424574,1.23332494337
25workers_rand0,14,-1,isoGT,0.933784551306,0.993153788069,0.927812264861,0.486888127099,0.684621193053
25workers_rand0,14,-1,GT,0.933784551306,0.993153788069,0.927812264861,0.486888127099,0.684621193053
25workers_rand0,15,-1,isobasic,0.837563451777,0.974409448819,0.819536423841,0.0313017620284,2.55905511811
25workers_rand0,15,-1,basic,0.827759197324,0.974409448819,0.810147299509,0.0335841821763,2.55905511811
25workers_rand0,15,-1,worker_fraction,0.803225806452,0.98031496063,0.790476190476,0.0397793225777,1.96850393701
25workers_rand0,15,-1,ground_truth,0.98828125,0.996062992126,0.984435797665,0.00195636012677,0.393700787402
25workers_rand0,15,-1,isoGTLSA,0.797124600639,0.982283464567,0.785826771654,0.0414096226833,1.77165354331
25workers_rand0,15,-1,GTLSA,0.797124600639,0.982283464567,0.785826771654,0.0414096226833,1.77165354331
25workers_rand0,15,-1,isoGT,0.735766423358,0.992125984252,0.731494920174,0.0590168638243,0.787401574803
25workers_rand0,15,-1,GT,0.735766423358,0.992125984252,0.731494920174,0.0590168638243,0.787401574803
25workers_rand0,15,0,isobasic,0.837563451777,0.974409448819,0.819536423841,0.0313017620284,2.55905511811
25workers_rand0,15,0,basic,0.827759197324,0.974409448819,0.810147299509,0.0335841821763,2.55905511811
25workers_rand0,15,0,worker_fraction,0.803225806452,0.98031496063,0.790476190476,0.0397793225777,1.96850393701
25workers_rand0,15,0,ground_truth,0.98828125,0.996062992126,0.984435797665,0.00195636012677,0.393700787402
25workers_rand0,15,0,isoGTLSA,0.797124600639,0.982283464567,0.785826771654,0.0414096226833,1.77165354331
25workers_rand0,15,0,GTLSA,0.797124600639,0.982283464567,0.785826771654,0.0414096226833,1.77165354331
25workers_rand0,15,0,isoGT,0.735766423358,0.992125984252,0.731494920174,0.0590168638243,0.787401574803
25workers_rand0,15,0,GT,0.735766423358,0.992125984252,0.731494920174,0.0590168638243,0.787401574803
25workers_rand0,16,-1,isobasic,0.958143194335,0.97941129162,0.939225667129,0.0883770844201,2.05887083802
25workers_rand0,16,-1,basic,0.962723108514,0.980376387325,0.944521927786,0.0784097440719,1.96236126749
25workers_rand0,16,-1,worker_fraction,0.962723108514,0.980376387325,0.944521927786,0.0784097440719,1.96236126749
25workers_rand0,16,-1,ground_truth,0.999194198227,0.997265562168,0.996464159434,0.00166122339135,0.273443783175
25workers_rand0,16,-1,isoGTLSA,0.965429345229,0.974746662377,0.941871308673,0.0720970951848,2.52533376226
25workers_rand0,16,-1,GTLSA,0.965429345229,0.974746662377,0.941871308673,0.0720970951848,2.52533376226
25workers_rand0,16,-1,isoGT,0.941563408291,0.990027344378,0.932717078345,0.126917467099,0.997265562168
25workers_rand0,16,-1,GT,0.941563408291,0.990027344378,0.932717078345,0.126917467099,0.997265562168
25workers_rand0,17,-1,isobasic,0.892958892959,0.942844864633,0.847104247104,0.142029345531,5.71551353674
25workers_rand0,17,-1,basic,0.887233185663,0.946712505372,0.845032604526,0.151209949615,5.32874946283
25workers_rand0,17,-1,worker_fraction,0.874009508716,0.948001718951,0.834026465028,0.17173129992,5.19982810486
25workers_rand0,17,-1,ground_truth,0.99126256007,0.975075204125,0.966766084363,0.0108007106868,2.49247958745
25workers_rand0,17,-1,isoGTLSA,0.855212355212,0.951869359691,0.819763138416,0.202513325377,4.81306403094
25workers_rand0,17,-1,GTLSA,0.855542680572,0.951869359691,0.820066641984,0.201973289842,4.81306403094
25workers_rand0,17,-1,isoGT,0.830350484713,0.957026214009,0.800503235083,0.245716168124,4.29737859905
25workers_rand0,17,-1,GT,0.830350484713,0.957026214009,0.800503235083,0.245716168124,4.29737859905
25workers_rand0,18,-1,isobasic,0.988187986931,0.967651964671,0.956587554739,0.280264230201,3.23480353285
25workers_rand0,18,-1,basic,0.98897027869,0.963550354106,0.953305919273,0.260387334442,3.64496458943
25workers_rand0,18,-1,worker_fraction,0.9889755386,0.964015203303,0.953765826209,0.260387334442,3.59847966968
25workers_rand0,18,-1,ground_truth,0.997179473137,0.995734325012,0.992937776081,0.0682440087723,0.426567498838
25workers_rand0,18,-1,isoGTLSA,0.990985135364,0.958874518061,0.950582813771,0.211357658237,4.11254819392
25workers_rand0,18,-1,GTLSA,0.991013141162,0.958874518061,0.950608582504,0.210695095045,4.11254819392
25workers_rand0,18,-1,isoGT,0.986635612488,0.973011402477,0.960354087388,0.319355458527,2.69885975226
25workers_rand0,18,-1,GT,0.986635612488,0.973011402477,0.960354087388,0.319355458527,2.69885975226
25workers_rand0,18,0,isobasic,0.987996100822,0.970003554729,0.958704934868,0.285564735737,2.99964452708
25workers_rand0,18,0,basic,0.988484865424,0.967077739192,0.956304247898,0.272976035089,3.29222608077
25workers_rand0,18,0,worker_fraction,0.988171953023,0.968609007137,0.95750777132,0.280926793393,3.13909928632
25workers_rand0,18,0,ground_truth,0.997179473137,0.995734325012,0.992937776081,0.0682440087723,0.426567498838
25workers_rand0,18,0,isoGTLSA,0.988309654324,0.96628476115,0.955365108546,0.276951414241,3.37152388505
25workers_rand0,18,0,GTLSA,0.988307692308,0.966120696727,0.955202898159,0.276951414241,3.38793032731
25workers_rand0,18,0,isoGT,0.985677947357,0.974816111126,0.961201434388,0.343207733438,2.51838888737
25workers_rand0,18,0,GT,0.985677947357,0.974816111126,0.961201434388,0.343207733438,2.51838888737
25workers_rand0,19,-1,isobasic,0.956072918955,0.887823781358,0.853027630805,0.109530824712,11.2176218642
25workers_rand0,19,-1,basic,0.951352530541,0.889455435448,0.850760827156,0.122126869554,11.0544564552
25workers_rand0,19,-1,worker_fraction,0.946528676154,0.895370181522,0.852261696758,0.135818222643,10.4629818478
25workers_rand0,19,-1,ground_truth,0.989896907216,0.979196410361,0.96950726979,0.0268350520545,2.0803589639
25workers_rand0,19,-1,isoGTLSA,0.942973088424,0.900469100551,0.853965183752,0.146223650991,9.95308994493
25workers_rand0,19,-1,GTLSA,0.942973088424,0.900469100551,0.853965183752,0.146223650991,9.95308994493
25workers_rand0,19,-1,isoGT,0.933444606718,0.91250254946,0.856759862122,0.174701665416,8.74974505405
25workers_rand0,19,-1,GT,0.933444606718,0.91250254946,0.856759862122,0.174701665416,8.74974505405
25workers_rand0,20,-1,isobasic,0.935298257234,0.963661178879,0.903434763485,0.952735075036,3.63388211209
25workers_rand0,20,-1,basic,0.974398960364,0.959396059029,0.935807297084,0.360247235666,4.06039409707
25workers_rand0,20,-1,worker_fraction,0.936623225699,0.96250959652,0.903655948424,0.930791080986,3.74904034803
25workers_rand0,20,-1,ground_truth,0.998277717976,0.988868037192,0.987183854211,0.0243822156119,1.11319628082
25workers_rand0,20,-1,isoGTLSA,0.916349963613,0.966689413973,0.888300999412,1.26117010253,3.33105860275
25workers_rand0,20,-1,GTLSA,0.916349963613,0.966689413973,0.888300999412,1.26117010253,3.33105860275
25workers_rand0,20,-1,isoGT,0.924646909952,0.966134948392,0.895619168116,1.12523925049,3.3865051608
25workers_rand0,20,-1,GT,0.924646909952,0.966134948392,0.895619168116,1.12523925049,3.3865051608
25workers_rand0,20,1,isobasic,0.983068598359,0.960846199778,0.945204329949,0.236507491436,3.91538002218
25workers_rand0,20,1,basic,0.983964950712,0.957903267082,0.943179909289,0.223097272849,4.20967329182
25workers_rand0,20,1,worker_fraction,0.983195111305,0.960718246183,0.945197431916,0.234678825265,3.92817538173
25workers_rand0,20,1,ground_truth,0.993175535591,0.980721658279,0.974156922555,0.0963097516671,1.92783417214
25workers_rand0,20,1,isoGTLSA,0.989366886713,0.952443913674,0.94279321118,0.146293293672,4.7556086326
25workers_rand0,20,1,GTLSA,0.989524612721,0.950823168131,0.941347859134,0.14385507211,4.9176831869
25workers_rand0,20,1,isoGT,0.983195111305,0.960718246183,0.945197431916,0.234678825265,3.92817538173
25workers_rand0,20,1,GT,0.983195111305,0.960718246183,0.945197431916,0.234678825265,3.92817538173
25workers_rand0,21,-1,isobasic,0.987546369899,0.935961828227,0.925043435096,0.0256105668109,6.4038171773
25workers_rand0,21,-1,basic,0.987707108498,0.92817679558,0.917576961271,0.0250656611341,7.18232044199
25workers_rand0,21,-1,worker_fraction,0.987284768212,0.935961828227,0.924813895782,0.0261554724877,6.4038171773
25workers_rand0,21,-1,ground_truth,0.998738011106,0.993721747865,0.992475545523,0.00272452838414,0.627825213461
25workers_rand0,21,-1,isoGTLSA,0.9872577648,0.933952787544,0.922828784119,0.0261554724877,6.60472124561
25workers_rand0,21,-1,GTLSA,0.987254381306,0.933701657459,0.922580645161,0.0261554724877,6.62983425414
25workers_rand0,21,-1,isoGT,0.983399209486,0.937217478654,0.922620519159,0.0343290576401,6.27825213461
25workers_rand0,21,-1,GT,0.983399209486,0.937217478654,0.922620519159,0.0343290576401,6.27825213461
25workers_rand0,21,0,isobasic,0.987811340753,0.936212958312,0.925521350546,0.0250656611341,6.37870416876
25workers_rand0,21,0,basic,0.987284768212,0.935961828227,0.924813895782,0.0261554724877,6.4038171773
25workers_rand0,21,0,worker_fraction,0.987284768212,0.935961828227,0.924813895782,0.0261554724877,6.4038171773
25workers_rand0,21,0,ground_truth,0.998738011106,0.993721747865,0.992475545523,0.00272452838414,0.627825213461
25workers_rand0,21,0,isoGTLSA,0.985,0.939979909593,0.9267145333,0.0310596235792,6.00200904068
25workers_rand0,21,0,GTLSA,0.985,0.939979909593,0.9267145333,0.0310596235792,6.00200904068
25workers_rand0,21,0,isoGT,0.983572359844,0.947262682069,0.932509270705,0.0343290576401,5.27373179307
25workers_rand0,21,0,GT,0.983572359844,0.947262682069,0.932509270705,0.0343290576401,5.27373179307
25workers_rand0,22,-1,isobasic,0.852581521739,0.995241871531,0.849120433018,0.116516948652,0.475812846947
25workers_rand0,22,-1,basic,0.862947658402,0.993655828707,0.858219178082,0.106851948303,0.634417129262
25workers_rand0,22,-1,worker_fraction,0.840240641711,0.996827914354,0.838,0.128329726856,0.317208564631
25workers_rand0,22,-1,ground_truth,0.947407963937,1.0,0.947407963937,0.0375861124684,0.0
25workers_rand0,22,-1,isoGTLSA,0.813636363636,0.993655828707,0.809431524548,0.15410306112,0.634417129262
25workers_rand0,22,-1,GTLSA,0.813636363636,0.993655828707,0.809431524548,0.15410306112,0.634417129262
25workers_rand0,22,-1,isoGT,0.804752729608,0.993655828707,0.800638977636,0.163231117006,0.634417129262
25workers_rand0,22,-1,GT,0.804752729608,0.993655828707,0.800638977636,0.163231117006,0.634417129262
25workers_rand0,23,-1,isobasic,0.957324991146,0.968298507463,0.928232129571,0.184039709813,3.17014925373
25workers_rand0,23,-1,basic,0.958547387068,0.969134328358,0.930151272061,0.178694158076,3.08656716418
25workers_rand0,23,-1,worker_fraction,0.958547387068,0.969134328358,0.930151272061,0.178694158076,3.08656716418
25workers_rand0,23,-1,ground_truth,0.992397695551,0.997552238806,0.98998696528,0.0325824105893,0.244776119403
25workers_rand0,23,-1,isoGTLSA,0.959263657957,0.964417910448,0.926473961918,0.174621356752,3.55820895522
25workers_rand0,23,-1,GTLSA,0.959263657957,0.964417910448,0.926473961918,0.174621356752,3.55820895522
25workers_rand0,23,-1,isoGT,0.95224001857,0.979641791045,0.933762021283,0.209494718086,2.03582089552
25workers_rand0,23,-1,GT,0.95224001857,0.979641791045,0.933762021283,0.209494718086,2.03582089552
25workers_rand0,24,-1,isobasic,0.9748701973,0.988626790227,0.964058328199,0.029887465049,1.13732097725
25workers_rand0,24,-1,basic,0.968286655684,0.990311710194,0.959200326397,0.0380385918805,0.968828980623
25workers_rand0,24,-1,worker_fraction,0.95933306222,0.993681550126,0.953516572352,0.049400768676,0.631844987363
25workers_rand0,24,-1,ground_truth,0.994967498427,0.999368155013,0.994341994971,0.00592809224112,0.0631844987363
