,sample,objid,wid,clust
1877,20workers_rand1,1,223,0
1878,20workers_rand1,1,148,0
1879,20workers_rand1,1,114,0
1880,20workers_rand1,1,131,0
1881,20workers_rand1,1,187,0
1882,20workers_rand1,1,133,0
1883,20workers_rand1,1,149,0
1884,20workers_rand1,1,248,0
1885,20workers_rand1,1,239,0
1886,20workers_rand1,1,137,0
1887,20workers_rand1,1,181,0
1888,20workers_rand1,1,199,0
1889,20workers_rand1,1,238,0
1890,20workers_rand1,1,146,1
1891,20workers_rand1,1,169,0
1892,20workers_rand1,1,52,0
1893,20workers_rand1,1,170,0
1894,20workers_rand1,1,208,0
1895,20workers_rand1,4,192,0
1896,20workers_rand1,4,209,0
1897,20workers_rand1,4,235,0
1898,20workers_rand1,4,223,1
1899,20workers_rand1,4,148,0
1900,20workers_rand1,4,147,0
1901,20workers_rand1,4,187,0
1902,20workers_rand1,4,181,0
1903,20workers_rand1,4,146,0
1904,20workers_rand1,4,68,0
1905,20workers_rand1,4,137,0
1906,20workers_rand1,4,225,0
1907,20workers_rand1,4,185,0
1908,20workers_rand1,4,140,0
1909,20workers_rand1,4,175,0
1910,20workers_rand1,4,184,0
1911,20workers_rand1,4,218,0
1912,20workers_rand1,4,230,0
1913,20workers_rand1,4,52,0
1914,20workers_rand1,4,240,0
1915,20workers_rand1,7,159,1
1916,20workers_rand1,7,192,0
1917,20workers_rand1,7,239,0
1918,20workers_rand1,7,230,0
1919,20workers_rand1,7,116,0
1920,20workers_rand1,7,131,0
1921,20workers_rand1,7,156,0
1922,20workers_rand1,7,129,0
1923,20workers_rand1,7,68,0
1924,20workers_rand1,7,106,0
1925,20workers_rand1,7,140,0
1926,20workers_rand1,7,219,0
1927,20workers_rand1,7,147,1
1928,20workers_rand1,7,120,0
1929,20workers_rand1,7,143,0
1930,20workers_rand1,7,146,1
1931,20workers_rand1,7,184,1
1932,20workers_rand1,7,247,1
1933,20workers_rand1,7,133,1
1934,20workers_rand1,7,267,0
1935,20workers_rand1,8,200,0
1936,20workers_rand1,8,146,0
1937,20workers_rand1,8,131,0
1938,20workers_rand1,8,169,0
1939,20workers_rand1,8,140,1
1940,20workers_rand1,8,260,1
1941,20workers_rand1,8,223,0
1942,20workers_rand1,8,114,0
1943,20workers_rand1,8,22,1
1944,20workers_rand1,8,193,0
1945,20workers_rand1,8,192,0
1946,20workers_rand1,8,247,2
1947,20workers_rand1,8,230,1
1948,20workers_rand1,8,148,0
1949,20workers_rand1,8,199,0
1950,20workers_rand1,8,133,0
1951,20workers_rand1,8,219,0
1952,20workers_rand1,8,270,1
1953,20workers_rand1,8,161,1
1954,20workers_rand1,8,184,2
1955,20workers_rand1,10,230,0
1956,20workers_rand1,10,139,0
1957,20workers_rand1,10,133,0
1958,20workers_rand1,10,161,0
1959,20workers_rand1,10,52,0
1960,20workers_rand1,10,131,0
1961,20workers_rand1,10,170,0
1962,20workers_rand1,10,135,0
1963,20workers_rand1,10,149,0
1964,20workers_rand1,10,148,0
1965,20workers_rand1,10,142,0
1966,20workers_rand1,10,54,0
1967,20workers_rand1,10,233,0
1968,20workers_rand1,10,199,0
1969,20workers_rand1,10,167,0
1970,20workers_rand1,10,140,0
1971,20workers_rand1,10,184,0
1972,20workers_rand1,10,156,0
1973,20workers_rand1,10,260,0
1974,20workers_rand1,10,2,0
1975,20workers_rand1,20,217,2
1976,20workers_rand1,20,259,2
1977,20workers_rand1,20,54,1
1978,20workers_rand1,20,193,2
1979,20workers_rand1,20,9,2
1980,20workers_rand1,20,52,3
1981,20workers_rand1,20,169,3
1982,20workers_rand1,20,81,2
1983,20workers_rand1,20,181,1
1984,20workers_rand1,20,135,1
1985,20workers_rand1,20,46,3
1986,20workers_rand1,20,8,4
1987,20workers_rand1,20,214,3
1988,20workers_rand1,20,201,2
1989,20workers_rand1,20,156,1
1990,20workers_rand1,20,174,4
1991,20workers_rand1,20,209,1
1992,20workers_rand1,20,189,1
1993,20workers_rand1,20,238,2
1994,20workers_rand1,20,230,1
1995,20workers_rand1,15,225,0
1996,20workers_rand1,15,272,0
1997,20workers_rand1,15,56,1
1998,20workers_rand1,15,142,0
1999,20workers_rand1,15,137,0
2000,20workers_rand1,15,114,0
2001,20workers_rand1,15,140,0
2002,20workers_rand1,15,60,0
2003,20workers_rand1,15,130,0
2004,20workers_rand1,15,118,0
2005,20workers_rand1,15,54,0
2006,20workers_rand1,15,16,0
2007,20workers_rand1,15,223,0
2008,20workers_rand1,15,161,0
2009,20workers_rand1,15,230,0
2010,20workers_rand1,15,116,0
2011,20workers_rand1,15,52,0
2012,20workers_rand1,15,146,0
2013,20workers_rand1,15,241,0
2014,20workers_rand1,15,242,0
2015,20workers_rand1,18,196,0
2016,20workers_rand1,18,184,0
2017,20workers_rand1,18,172,0
2018,20workers_rand1,18,114,0
2019,20workers_rand1,18,174,0
2020,20workers_rand1,18,218,0
2021,20workers_rand1,18,82,1
2022,20workers_rand1,18,46,0
2023,20workers_rand1,18,9,0
2024,20workers_rand1,18,135,0
2025,20workers_rand1,18,193,0
2026,20workers_rand1,18,81,0
2027,20workers_rand1,18,194,0
2028,20workers_rand1,18,225,0
2029,20workers_rand1,18,256,0
2030,20workers_rand1,18,169,0
2031,20workers_rand1,18,175,0
2032,20workers_rand1,18,208,0
2033,20workers_rand1,18,209,0
2034,20workers_rand1,18,187,1
2035,20workers_rand1,21,196,0
2036,20workers_rand1,21,116,0
2037,20workers_rand1,21,230,0
2038,20workers_rand1,21,217,0
2039,20workers_rand1,21,178,1
2040,20workers_rand1,21,135,0
2041,20workers_rand1,21,169,0
2042,20workers_rand1,21,174,0
2043,20workers_rand1,21,54,0
2044,20workers_rand1,21,30,0
2045,20workers_rand1,21,181,0
2046,20workers_rand1,21,200,0
2047,20workers_rand1,21,9,0
2048,20workers_rand1,21,81,0
2049,20workers_rand1,21,156,0
2050,20workers_rand1,21,189,0
2051,20workers_rand1,21,215,0
2052,20workers_rand1,21,225,0
2053,20workers_rand1,21,175,0
2054,20workers_rand1,21,256,0
2055,20workers_rand1,22,169,0
2056,20workers_rand1,22,207,0
2057,20workers_rand1,22,220,0
2058,20workers_rand1,22,213,1
2059,20workers_rand1,22,174,1
2060,20workers_rand1,22,82,0
2061,20workers_rand1,22,193,0
2062,20workers_rand1,22,81,0
2063,20workers_rand1,22,52,0
2064,20workers_rand1,22,24,1
2065,20workers_rand1,22,135,0
2066,20workers_rand1,22,116,0
2067,20workers_rand1,22,9,0
2068,20workers_rand1,22,172,0
2069,20workers_rand1,22,156,0
2070,20workers_rand1,22,189,0
2071,20workers_rand1,22,209,0
2072,20workers_rand1,22,217,0
2073,20workers_rand1,22,175,0
2074,20workers_rand1,22,259,0
2075,20workers_rand1,25,135,1
2076,20workers_rand1,25,199,1
2077,20workers_rand1,25,143,0
2078,20workers_rand1,25,184,1
2079,20workers_rand1,25,147,1
2080,20workers_rand1,25,248,0
2081,20workers_rand1,25,230,1
2082,20workers_rand1,25,131,0
2083,20workers_rand1,25,68,1
2084,20workers_rand1,25,181,0
2085,20workers_rand1,25,196,1
2086,20workers_rand1,25,146,0
2087,20workers_rand1,25,169,0
2088,20workers_rand1,25,253,1
2089,20workers_rand1,25,260,1
2090,20workers_rand1,25,193,1
2091,20workers_rand1,25,148,1
2092,20workers_rand1,25,82,1
2093,20workers_rand1,25,214,0
2094,20workers_rand1,25,187,0
2095,20workers_rand1,26,175,0
2096,20workers_rand1,26,147,0
2097,20workers_rand1,26,131,0
2098,20workers_rand1,26,181,0
2099,20workers_rand1,26,142,0
2100,20workers_rand1,26,222,0
2101,20workers_rand1,26,184,0
2102,20workers_rand1,26,123,0
2103,20workers_rand1,26,114,0
2104,20workers_rand1,26,156,0
2105,20workers_rand1,26,230,0
2106,20workers_rand1,26,232,0
2107,20workers_rand1,26,218,0
2108,20workers_rand1,26,140,0
2109,20workers_rand1,26,198,1
2110,20workers_rand1,26,133,0
2111,20workers_rand1,26,235,0
2112,20workers_rand1,26,193,0
2113,20workers_rand1,26,148,0
2114,20workers_rand1,26,187,0
2115,20workers_rand1,27,137,0
2116,20workers_rand1,27,156,0
2117,20workers_rand1,27,247,0
2118,20workers_rand1,27,230,0
2119,20workers_rand1,27,136,2
2120,20workers_rand1,27,133,0
2121,20workers_rand1,27,148,0
2122,20workers_rand1,27,131,0
2123,20workers_rand1,27,116,0
2124,20workers_rand1,27,114,0
2125,20workers_rand1,27,140,0
2126,20workers_rand1,27,234,0
2127,20workers_rand1,27,147,0
2128,20workers_rand1,27,135,0
2129,20workers_rand1,27,181,0
2130,20workers_rand1,27,149,0
2131,20workers_rand1,27,193,0
2132,20workers_rand1,27,239,0
2133,20workers_rand1,27,141,0
2134,20workers_rand1,27,258,0
2135,20workers_rand1,28,212,0
2136,20workers_rand1,28,184,0
2137,20workers_rand1,28,230,0
2138,20workers_rand1,28,52,0
2139,20workers_rand1,28,68,0
2140,20workers_rand1,28,148,0
2141,20workers_rand1,28,199,0
2142,20workers_rand1,28,140,0
2143,20workers_rand1,28,48,0
2144,20workers_rand1,28,271,0
2145,20workers_rand1,28,250,0
2146,20workers_rand1,28,82,1
2147,20workers_rand1,28,201,0
2148,20workers_rand1,28,213,0
2149,20workers_rand1,28,239,0
2150,20workers_rand1,28,137,0
2151,20workers_rand1,28,208,0
2152,20workers_rand1,28,156,0
2153,20workers_rand1,28,196,0
2154,20workers_rand1,28,228,1
2155,20workers_rand1,29,187,0
2156,20workers_rand1,29,147,2
2157,20workers_rand1,29,133,1
2158,20workers_rand1,29,167,0
2159,20workers_rand1,29,131,0
2160,20workers_rand1,29,234,1
2161,20workers_rand1,29,192,0
2162,20workers_rand1,29,114,1
2163,20workers_rand1,29,84,1
2164,20workers_rand1,29,161,0
2165,20workers_rand1,29,252,0
2166,20workers_rand1,29,254,1
2167,20workers_rand1,29,193,0
2168,20workers_rand1,29,135,0
2169,20workers_rand1,29,82,2
2170,20workers_rand1,29,140,2
2171,20workers_rand1,29,81,2
2172,20workers_rand1,29,181,1
2173,20workers_rand1,29,146,1
2174,20workers_rand1,29,9,0
2175,20workers_rand1,30,169,1
2176,20workers_rand1,30,184,1
2177,20workers_rand1,30,225,1
2178,20workers_rand1,30,146,1
2179,20workers_rand1,30,114,0
2180,20workers_rand1,30,147,0
2181,20workers_rand1,30,156,1
2182,20workers_rand1,30,133,1
2183,20workers_rand1,30,149,1
2184,20workers_rand1,30,230,1
2185,20workers_rand1,30,208,1
2186,20workers_rand1,30,148,1
2187,20workers_rand1,30,175,1
2188,20workers_rand1,30,239,1
2189,20workers_rand1,30,263,0
2190,20workers_rand1,30,140,1
2191,20workers_rand1,30,193,1
2192,20workers_rand1,30,161,1
2193,20workers_rand1,30,187,1
2194,20workers_rand1,30,211,1
2195,20workers_rand1,31,181,0
2196,20workers_rand1,31,199,1
2197,20workers_rand1,31,214,0
2198,20workers_rand1,31,234,0
2199,20workers_rand1,31,141,0
2200,20workers_rand1,31,148,0
2201,20workers_rand1,31,52,0
2202,20workers_rand1,31,140,1
2203,20workers_rand1,31,123,0
2204,20workers_rand1,31,114,0
2205,20workers_rand1,31,146,0
2206,20workers_rand1,31,225,0
2207,20workers_rand1,31,137,0
2208,20workers_rand1,31,135,0
2209,20workers_rand1,31,156,0
2210,20workers_rand1,31,155,0
2211,20workers_rand1,31,218,0
2212,20workers_rand1,31,245,0
2213,20workers_rand1,31,131,0
2214,20workers_rand1,31,260,1
2215,20workers_rand1,32,192,0
2216,20workers_rand1,32,184,1
2217,20workers_rand1,32,219,0
2218,20workers_rand1,32,133,0
2219,20workers_rand1,32,76,1
2220,20workers_rand1,32,120,0
2221,20workers_rand1,32,187,0
2222,20workers_rand1,32,114,0
2223,20workers_rand1,32,147,1
2224,20workers_rand1,32,247,0
2225,20workers_rand1,32,240,1
2226,20workers_rand1,32,131,0
2227,20workers_rand1,32,175,0
2228,20workers_rand1,32,169,0
2229,20workers_rand1,32,234,0
2230,20workers_rand1,32,140,1
2231,20workers_rand1,32,193,1
2232,20workers_rand1,32,146,0
2233,20workers_rand1,32,156,0
2234,20workers_rand1,32,223,0
2235,20workers_rand1,33,9,0
2236,20workers_rand1,33,196,0
2237,20workers_rand1,33,214,0
2238,20workers_rand1,33,225,0
2239,20workers_rand1,33,139,0
2240,20workers_rand1,33,140,0
2241,20workers_rand1,33,187,0
2242,20workers_rand1,33,131,0
2243,20workers_rand1,33,123,0
2244,20workers_rand1,33,103,0
2245,20workers_rand1,33,148,0
2246,20workers_rand1,33,192,0
2247,20workers_rand1,33,181,0
2248,20workers_rand1,33,135,0
2249,20workers_rand1,33,175,0
2250,20workers_rand1,33,156,0
2251,20workers_rand1,33,219,0
2252,20workers_rand1,33,235,0
2253,20workers_rand1,33,146,0
2254,20workers_rand1,33,263,1
2255,20workers_rand1,34,200,1
2256,20workers_rand1,34,146,1
2257,20workers_rand1,34,147,0
2258,20workers_rand1,34,196,1
2259,20workers_rand1,34,137,1
2260,20workers_rand1,34,260,0
2261,20workers_rand1,34,214,1
2262,20workers_rand1,34,140,0
2263,20workers_rand1,34,116,1
2264,20workers_rand1,34,192,1
2265,20workers_rand1,34,193,1
2266,20workers_rand1,34,235,1
2267,20workers_rand1,34,135,1
2268,20workers_rand1,34,151,1
2269,20workers_rand1,34,234,1
2270,20workers_rand1,34,143,1
2271,20workers_rand1,34,209,1
2272,20workers_rand1,34,197,1
2273,20workers_rand1,34,156,1
2274,20workers_rand1,34,169,1
2275,20workers_rand1,37,184,0
2276,20workers_rand1,37,156,1
2277,20workers_rand1,37,137,1
2278,20workers_rand1,37,169,1
2279,20workers_rand1,37,146,0
2280,20workers_rand1,37,234,0
2281,20workers_rand1,37,135,1
2282,20workers_rand1,37,131,1
2283,20workers_rand1,37,68,0
2284,20workers_rand1,37,193,0
2285,20workers_rand1,37,239,0
2286,20workers_rand1,37,246,1
2287,20workers_rand1,37,214,0
2288,20workers_rand1,37,143,1
2289,20workers_rand1,37,199,0
2290,20workers_rand1,37,148,1
2291,20workers_rand1,37,247,1
2292,20workers_rand1,37,208,0
2293,20workers_rand1,37,182,1
2294,20workers_rand1,37,201,1
2295,20workers_rand1,40,181,0
2296,20workers_rand1,40,169,0
2297,20workers_rand1,40,239,0
2298,20workers_rand1,40,225,0
2299,20workers_rand1,40,68,1
2300,20workers_rand1,40,140,0
2301,20workers_rand1,40,159,0
2302,20workers_rand1,40,131,1
2303,20workers_rand1,40,88,0
2304,20workers_rand1,40,97,0
2305,20workers_rand1,40,136,0
2306,20workers_rand1,40,219,1
2307,20workers_rand1,40,148,1
2308,20workers_rand1,40,133,0
2309,20workers_rand1,40,75,0
2310,20workers_rand1,40,52,0
2311,20workers_rand1,40,196,0
2312,20workers_rand1,40,214,0
2313,20workers_rand1,40,141,0
2314,20workers_rand1,40,262,0
2315,20workers_rand1,41,169,0
2316,20workers_rand1,41,148,1
2317,20workers_rand1,41,145,0
2318,20workers_rand1,41,193,0
2319,20workers_rand1,41,146,0
2320,20workers_rand1,41,260,1
2321,20workers_rand1,41,215,0
2322,20workers_rand1,41,131,1
2323,20workers_rand1,41,68,0
2324,20workers_rand1,41,181,0
2325,20workers_rand1,41,9,0
2326,20workers_rand1,41,239,0
2327,20workers_rand1,41,219,0
2328,20workers_rand1,41,147,1
2329,20workers_rand1,41,184,1
2330,20workers_rand1,41,140,1
2331,20workers_rand1,41,135,1
2332,20workers_rand1,41,250,1
2333,20workers_rand1,41,156,0
2334,20workers_rand1,41,196,0
2335,20workers_rand1,42,187,0
2336,20workers_rand1,42,201,1
2337,20workers_rand1,42,235,1
2338,20workers_rand1,42,192,0
2339,20workers_rand1,42,135,0
2340,20workers_rand1,42,175,1
2341,20workers_rand1,42,181,1
2342,20workers_rand1,42,131,0
2343,20workers_rand1,42,136,0
2344,20workers_rand1,42,114,0
2345,20workers_rand1,42,148,0
2346,20workers_rand1,42,218,1
2347,20workers_rand1,42,52,0
2348,20workers_rand1,42,140,0
2349,20workers_rand1,42,161,0
2350,20workers_rand1,42,159,0
2351,20workers_rand1,42,116,1
2352,20workers_rand1,42,234,0
2353,20workers_rand1,42,147,0
2354,20workers_rand1,42,256,1
2355,20workers_rand1,47,184,1
2356,20workers_rand1,47,82,2
2357,20workers_rand1,47,239,2
2358,20workers_rand1,47,192,0
2359,20workers_rand1,47,146,0
2360,20workers_rand1,47,143,0
2361,20workers_rand1,47,196,2
2362,20workers_rand1,47,147,1
2363,20workers_rand1,47,131,2
2364,20workers_rand1,47,114,2
2365,20workers_rand1,47,156,1
2366,20workers_rand1,47,220,0
2367,20workers_rand1,47,201,0
2368,20workers_rand1,47,140,1
2369,20workers_rand1,47,175,0
2370,20workers_rand1,47,9,0
2371,20workers_rand1,47,218,2
2372,20workers_rand1,47,241,1
2373,20workers_rand1,47,148,2
2374,20workers_rand1,47,263,2
2375,20workers_rand2,1,52,0
2376,20workers_rand2,1,182,0
2377,20workers_rand2,1,118,0
2378,20workers_rand2,1,246,0
2379,20workers_rand2,1,140,0
2380,20workers_rand2,1,239,0
2381,20workers_rand2,1,149,0
2382,20workers_rand2,1,248,0
2383,20workers_rand2,1,170,0
2384,20workers_rand2,1,116,0
2385,20workers_rand2,1,181,0
2386,20workers_rand2,1,184,0
2387,20workers_rand2,1,175,0
2388,20workers_rand2,1,156,0
2389,20workers_rand2,1,196,0
2390,20workers_rand2,1,133,0
2391,20workers_rand2,1,131,0
2392,20workers_rand2,1,169,0
2393,20workers_rand2,1,219,0
2394,20workers_rand2,1,114,0
2395,20workers_rand2,4,140,0
2396,20workers_rand2,4,234,0
2397,20workers_rand2,4,196,0
2398,20workers_rand2,4,233,0
2399,20workers_rand2,4,82,0
2400,20workers_rand2,4,137,0
2401,20workers_rand2,4,147,0
2402,20workers_rand2,4,146,0
2403,20workers_rand2,4,142,0
2404,20workers_rand2,4,131,0
2405,20workers_rand2,4,192,0
2406,20workers_rand2,4,184,0
2407,20workers_rand2,4,265,0
2408,20workers_rand2,4,133,0
2409,20workers_rand2,4,218,0
2410,20workers_rand2,4,181,0
2411,20workers_rand2,4,185,0
2412,20workers_rand2,4,143,0
2413,20workers_rand2,4,175,0
2414,20workers_rand2,4,193,0
2415,20workers_rand2,7,120,0
2416,20workers_rand2,7,241,0
2417,20workers_rand2,7,187,0
2418,20workers_rand2,7,235,0
2419,20workers_rand2,7,193,0
2420,20workers_rand2,7,140,0
2421,20workers_rand2,7,131,0
2422,20workers_rand2,7,68,0
2423,20workers_rand2,7,114,0
2424,20workers_rand2,7,234,1
2425,20workers_rand2,7,159,1
2426,20workers_rand2,7,146,1
2427,20workers_rand2,7,249,0
2428,20workers_rand2,7,84,1
2429,20workers_rand2,7,184,1
2430,20workers_rand2,7,129,0
2431,20workers_rand2,7,147,1
2432,20workers_rand2,7,148,0
2433,20workers_rand2,7,143,0
2434,20workers_rand2,7,52,0
2435,20workers_rand2,8,133,0
2436,20workers_rand2,8,199,0
2437,20workers_rand2,8,270,1
2438,20workers_rand2,8,239,0
2439,20workers_rand2,8,230,1
2440,20workers_rand2,8,156,1
2441,20workers_rand2,8,146,0
2442,20workers_rand2,8,114,0
2443,20workers_rand2,8,54,0
2444,20workers_rand2,8,118,0
2445,20workers_rand2,8,260,1
2446,20workers_rand2,8,193,0
2447,20workers_rand2,8,46,2
2448,20workers_rand2,8,234,2
2449,20workers_rand2,8,140,1
2450,20workers_rand2,8,192,0
2451,20workers_rand2,8,161,1
2452,20workers_rand2,8,169,0
2453,20workers_rand2,8,184,2
2454,20workers_rand2,8,135,0
2455,20workers_rand2,10,205,0
2456,20workers_rand2,10,140,0
2457,20workers_rand2,10,148,0
2458,20workers_rand2,10,260,0
2459,20workers_rand2,10,142,0
2460,20workers_rand2,10,223,0
2461,20workers_rand2,10,218,0
2462,20workers_rand2,10,230,0
2463,20workers_rand2,10,149,0
2464,20workers_rand2,10,116,0
2465,20workers_rand2,10,133,0
2466,20workers_rand2,10,193,0
2467,20workers_rand2,10,131,0
2468,20workers_rand2,10,156,0
2469,20workers_rand2,10,170,0
2470,20workers_rand2,10,235,0
2471,20workers_rand2,10,114,1
2472,20workers_rand2,10,233,0
2473,20workers_rand2,10,52,0
2474,20workers_rand2,10,147,1
2475,20workers_rand2,20,213,2
2476,20workers_rand2,20,174,4
2477,20workers_rand2,20,135,1
2478,20workers_rand2,20,241,3
2479,20workers_rand2,20,46,3
2480,20workers_rand2,20,214,3
2481,20workers_rand2,20,215,3
2482,20workers_rand2,20,219,1
2483,20workers_rand2,20,181,1
2484,20workers_rand2,20,38,4
2485,20workers_rand2,20,54,1
2486,20workers_rand2,20,208,1
2487,20workers_rand2,20,52,3
2488,20workers_rand2,20,189,1
2489,20workers_rand2,20,169,3
2490,20workers_rand2,20,218,1
2491,20workers_rand2,20,16,4
2492,20workers_rand2,20,217,2
2493,20workers_rand2,20,9,2
2494,20workers_rand2,20,195,2
2495,20workers_rand2,15,181,0
2496,20workers_rand2,15,116,0
2497,20workers_rand2,15,118,0
2498,20workers_rand2,15,241,0
2499,20workers_rand2,15,54,0
2500,20workers_rand2,15,219,0
2501,20workers_rand2,15,9,0
2502,20workers_rand2,15,225,0
2503,20workers_rand2,15,130,0
2504,20workers_rand2,15,51,0
2505,20workers_rand2,15,56,1
2506,20workers_rand2,15,156,0
2507,20workers_rand2,15,114,0
2508,20workers_rand2,15,146,0
2509,20workers_rand2,15,140,0
2510,20workers_rand2,15,234,0
2511,20workers_rand2,15,46,0
2512,20workers_rand2,15,223,0
2513,20workers_rand2,15,137,0
2514,20workers_rand2,15,129,0
2515,20workers_rand2,18,81,0
2516,20workers_rand2,18,184,0
2517,20workers_rand2,18,225,0
2518,20workers_rand2,18,256,0
2519,20workers_rand2,18,209,0
2520,20workers_rand2,18,181,0
2521,20workers_rand2,18,135,0
2522,20workers_rand2,18,46,0
2523,20workers_rand2,18,33,0
2524,20workers_rand2,18,54,0
2525,20workers_rand2,18,200,0
2526,20workers_rand2,18,194,0
2527,20workers_rand2,18,32,0
2528,20workers_rand2,18,210,0
2529,20workers_rand2,18,174,0
2530,20workers_rand2,18,169,0
2531,20workers_rand2,18,187,1
2532,20workers_rand2,18,193,0
2533,20workers_rand2,18,189,0
2534,20workers_rand2,18,205,0
2535,20workers_rand2,21,81,0
2536,20workers_rand2,21,219,0
2537,20workers_rand2,21,209,0
2538,20workers_rand2,21,218,0
2539,20workers_rand2,21,82,0
2540,20workers_rand2,21,181,0
2541,20workers_rand2,21,135,0
2542,20workers_rand2,21,54,0
2543,20workers_rand2,21,48,0
2544,20workers_rand2,21,57,0
2545,20workers_rand2,21,196,0
2546,20workers_rand2,21,189,0
2547,20workers_rand2,21,234,0
2548,20workers_rand2,21,46,0
2549,20workers_rand2,21,215,0
2550,20workers_rand2,21,174,0
2551,20workers_rand2,21,9,0
2552,20workers_rand2,21,184,0
2553,20workers_rand2,21,156,0
2554,20workers_rand2,21,193,0
2555,20workers_rand2,22,172,0
2556,20workers_rand2,22,214,0
2557,20workers_rand2,22,201,0
2558,20workers_rand2,22,215,0
2559,20workers_rand2,22,208,0
2560,20workers_rand2,22,135,0
2561,20workers_rand2,22,82,0
2562,20workers_rand2,22,52,0
2563,20workers_rand2,22,46,0
2564,20workers_rand2,22,54,0
2565,20workers_rand2,22,169,0
2566,20workers_rand2,22,189,0
2567,20workers_rand2,22,218,0
2568,20workers_rand2,22,30,0
2569,20workers_rand2,22,209,0
2570,20workers_rand2,22,81,0
2571,20workers_rand2,22,9,0
2572,20workers_rand2,22,187,0
2573,20workers_rand2,22,156,0
2574,20workers_rand2,22,196,0
2575,20workers_rand2,25,146,0
2576,20workers_rand2,25,199,1
2577,20workers_rand2,25,253,1
2578,20workers_rand2,25,260,1
2579,20workers_rand2,25,214,0
2580,20workers_rand2,25,52,0
2581,20workers_rand2,25,181,0
2582,20workers_rand2,25,131,0
2583,20workers_rand2,25,133,0
2584,20workers_rand2,25,140,1
2585,20workers_rand2,25,241,0
2586,20workers_rand2,25,169,0
2587,20workers_rand2,25,136,0
2588,20workers_rand2,25,219,1
2589,20workers_rand2,25,147,1
2590,20workers_rand2,25,193,1
2591,20workers_rand2,25,187,0
2592,20workers_rand2,25,196,1
2593,20workers_rand2,25,9,0
2594,20workers_rand2,25,209,1
2595,20workers_rand2,26,133,0
2596,20workers_rand2,26,187,0
2597,20workers_rand2,26,193,0
2598,20workers_rand2,26,228,1
2599,20workers_rand2,26,234,0
2600,20workers_rand2,26,137,0
2601,20workers_rand2,26,147,0
2602,20workers_rand2,26,123,0
2603,20workers_rand2,26,116,0
2604,20workers_rand2,26,130,0
2605,20workers_rand2,26,198,1
2606,20workers_rand2,26,156,0
2607,20workers_rand2,26,68,0
2608,20workers_rand2,26,196,0
2609,20workers_rand2,26,142,0
2610,20workers_rand2,26,52,0
2611,20workers_rand2,26,148,0
2612,20workers_rand2,26,181,0
2613,20workers_rand2,26,222,0
2614,20workers_rand2,26,225,0
2615,20workers_rand2,27,135,0
2616,20workers_rand2,27,245,0
2617,20workers_rand2,27,159,0
2618,20workers_rand2,27,235,0
2619,20workers_rand2,27,175,0
2620,20workers_rand2,27,140,0
2621,20workers_rand2,27,133,0
2622,20workers_rand2,27,116,0
2623,20workers_rand2,27,219,0
2624,20workers_rand2,27,118,0
2625,20workers_rand2,27,137,0
2626,20workers_rand2,27,149,0
2627,20workers_rand2,27,252,0
2628,20workers_rand2,27,120,0
2629,20workers_rand2,27,193,0
2630,20workers_rand2,27,131,0
2631,20workers_rand2,27,147,0
2632,20workers_rand2,27,142,0
2633,20workers_rand2,27,181,0
2634,20workers_rand2,27,143,0
2635,20workers_rand2,28,156,0
2636,20workers_rand2,28,184,0
2637,20workers_rand2,28,131,0
2638,20workers_rand2,28,247,0
2639,20workers_rand2,28,146,0
2640,20workers_rand2,28,250,0
2641,20workers_rand2,28,48,0
2642,20workers_rand2,28,271,0
2643,20workers_rand2,28,196,0
2644,20workers_rand2,28,133,0
2645,20workers_rand2,28,201,0
2646,20workers_rand2,28,212,0
2647,20workers_rand2,28,169,0
2648,20workers_rand2,28,9,0
2649,20workers_rand2,28,219,0
2650,20workers_rand2,28,140,0
2651,20workers_rand2,28,148,0
2652,20workers_rand2,28,208,0
2653,20workers_rand2,28,234,0
2654,20workers_rand2,28,68,0
2655,20workers_rand2,29,147,2
2656,20workers_rand2,29,140,2
2657,20workers_rand2,29,241,1
2658,20workers_rand2,29,82,2
2659,20workers_rand2,29,193,0
2660,20workers_rand2,29,114,1
2661,20workers_rand2,29,105,0
2662,20workers_rand2,29,149,0
2663,20workers_rand2,29,68,0
2664,20workers_rand2,29,52,0
2665,20workers_rand2,29,9,0
2666,20workers_rand2,29,86,1
2667,20workers_rand2,29,239,0
2668,20workers_rand2,29,131,0
2669,20workers_rand2,29,146,1
2670,20workers_rand2,29,161,0
2671,20workers_rand2,29,167,0
2672,20workers_rand2,29,181,1
2673,20workers_rand2,29,234,1
2674,20workers_rand2,29,133,1
2675,20workers_rand2,30,149,1
2676,20workers_rand2,30,140,1
2677,20workers_rand2,30,169,1
2678,20workers_rand2,30,187,1
2679,20workers_rand2,30,208,1
2680,20workers_rand2,30,133,1
2681,20workers_rand2,30,118,1
2682,20workers_rand2,30,143,1
2683,20workers_rand2,30,131,1
2684,20workers_rand2,30,181,1
2685,20workers_rand2,30,193,1
2686,20workers_rand2,30,116,1
2687,20workers_rand2,30,211,1
2688,20workers_rand2,30,146,1
2689,20workers_rand2,30,161,1
2690,20workers_rand2,30,175,1
2691,20workers_rand2,30,184,1
2692,20workers_rand2,30,223,1
2693,20workers_rand2,30,147,0
2694,20workers_rand2,30,196,1
2695,20workers_rand2,31,135,0
2696,20workers_rand2,31,235,1
2697,20workers_rand2,31,193,0
2698,20workers_rand2,31,230,0
